@relation R_data_frame-weka.filters.unsupervised.attribute.RandomProjection-N4-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute Class {1,2}

@data
1224.717538,358.455709,196.171382,228.096196,1
867.757455,426.084499,324.076752,250.340231,1
1195.902448,394.120367,219.776463,232.147982,1
1226.291972,370.029099,202.687876,203.693159,1
821.201141,403.209477,238.096018,237.877779,1
1029.111671,366.009702,200.181945,227.005004,1
1507.694976,481.915424,267.927822,213.860817,1
1268.053795,434.071158,239.949312,194.917723,1
995.582804,338.442728,175.545428,204.490248,1
1379.001002,369.215555,224.273733,180.340784,1
826.967658,354.89721,211.415854,197.107902,1
1070.133908,400.103737,198.81224,191.317482,1
849.744126,357.803245,190.265781,196.94786,1
1289.292029,720.524129,608.158892,215.200904,1
966.323963,414.377048,245.319016,215.36926,1
831.151254,491.902429,347.485245,211.461233,1
1212.089155,378.764871,228.487986,256.720241,1
460.199145,308.952658,150.116324,225.463305,1
1039.576895,323.662619,177.405304,198.756467,1
1152.470754,340.975159,173.886296,231.194142,1
1103.749377,424.785461,256.620128,223.346566,1
886.088268,325.048259,182.772756,249.695042,1
1400.54425,412.107195,223.528778,209.67445,1
1490.480815,401.733943,257.576047,241.879856,1
1156.166084,378.786175,228.680763,209.192247,1
541.961123,302.596551,150.334909,224.522628,1
1209.704294,400.836567,257.889202,238.327766,1
1130.139596,373.914782,229.273471,225.83483,1
2148.609027,920.801511,1035.555592,224.23684,1
901.95316,349.67629,220.075415,223.831887,1
1421.821109,401.515012,224.037654,188.729106,1
1079.067653,542.131903,358.534517,0,1
646.933447,348.56899,198.038186,215.205754,1
1387.190832,412.024403,236.946109,206.912002,1
1529.7206,428.802433,216.825741,226.469454,1
846.230488,364.885428,204.198744,243.873793,1
955.51458,564.071271,393.537878,164.111814,1
1117.663807,381.30475,231.933554,217.861854,1
969.494828,339.317067,195.721048,238.374532,1
1360.525909,402.846093,237.121739,206.340772,1
377.78886,326.610223,172.164465,228.437237,1
1029.721179,400.069788,212.787118,216.267501,1
813.367076,342.030325,231.31296,209.922306,2
849.570921,452.931286,268.668447,260.348021,1
1376.500094,422.337034,211.015403,228.119578,1
1294.483332,394.702336,229.04536,217.136471,1
1241.462312,368.727809,196.683376,203.611579,1
1240.364885,419.535268,237.381547,224.713674,1
1141.583602,363.696895,213.317299,204.990984,1
1189.918905,362.106872,215.946206,209.929927,1
745.359313,324.817204,166.491305,183.531914,1
1264.653087,419.292781,266.63831,225.524273,1
988.654601,329.782474,197.966479,187.321295,1
1107.300081,332.03414,206.294699,228.706397,1
1338.671585,376.873818,253.635631,237.258918,1
1716.971746,406.624388,210.594688,192.830775,1
961.807813,368.291679,195.536931,253.377902,1
1096.106183,350.115884,189.630638,222.145042,1
1216.765692,357.957225,211.668213,258.616836,1
987.26896,345.86318,199.972714,203.259626,1
748.549058,330.258788,204.347008,208.340597,1
604.109184,354.31732,179.060452,226.087883,1
1400.435304,412.444599,254.435319,238.846169,1
1237.903121,347.949781,193.268464,227.76676,1
1257.363924,392.808165,302.108459,201.911918,2
969.282305,458.76033,318.238009,228.168769,1
804.028724,544.815889,371.940937,217.656952,1
1627.694746,420.888346,220.155955,221.743899,1
897.661831,358.958696,197.093006,219.999551,1
1051.574811,514.859031,349.643208,209.616253,1
806.2118,300.568492,158.421507,218.144178,1
924.127914,349.874263,197.040525,240.42043,1
929.721572,358.491216,212.232516,198.336099,1
1342.014616,472.470898,261.835679,214.605772,1
1292.802723,390.808339,219.714802,216.615124,1
1163.860893,350.82793,220.038869,217.022156,1
1215.12977,424.44875,254.530236,223.38571,1
1422.013713,374.989,187.637567,241.502096,1
983.227566,376.778728,201.647953,208.741048,1
876.665219,309.789584,158.300437,249.848329,1
2147.396591,1192.343776,1001.81888,209.339991,1
968.49301,425.764242,261.446661,210.786946,1
816.950689,336.017857,166.62017,195.518052,1
1056.291185,353.16516,200.970202,220.754725,1
1389.175589,415.493354,238.529897,227.365097,1
1253.101693,375.899366,214.566454,213.780969,1
1060.832969,356.080721,196.251922,208.096551,1
1086.94069,394.120367,206.3477,156.947359,1
774.226711,348.918691,191.31575,212.565762,1
1201.00403,398.371686,221.257193,262.763019,1
910.318273,328.217046,195.779938,212.562298,1
1082.195044,350.643987,222.327774,210.531295,1
1286.91375,359.184036,193.161424,193.563433,1
882.393284,334.372408,181.29601,219.158467,1
1335.90602,377.834586,219.548698,217.54714,1
785.918054,383.216241,217.911737,159.294634,1
1324.441575,377.587076,208.746244,143.182924,1
955.603607,325.003746,178.151645,238.919781,1
894.145768,366.78722,193.529831,240.421469,1
1214.231702,372.45501,214.445037,195.069278,1
927.884386,354.822905,162.06886,154.972128,1
1519.632097,416.177168,215.22498,204.103482,1
984.471005,397.172587,230.61581,228.064499,1
1043.528569,380.024764,202.363636,219.296858,1
679.958287,319.531331,151.528465,243.931817,1
889.937404,356.257217,209.456731,207.371169,1
862.095034,339.28208,183.588379,237.793082,1
1175.882538,366.812334,225.154307,208.25105,1
999.393316,338.368423,196.561786,242.456109,1
1382.882182,391.443483,263.9422,222.432216,1
1102.326671,364.473027,203.68623,246.809273,1
540.16897,318.581821,149.280263,227.643091,1
1288.178494,439.171182,282.322203,208.034371,1
1155.368995,366.556684,220.773951,195.330471,1
1150.947762,372.823936,219.213027,178.712483,1
1005.376685,354.755529,242.274417,207.796907,1
927.56413,377.281369,210.058792,236.203579,1
1093.853651,384.461759,233.135771,232.860894,1
1227.529176,378.081923,217.632704,182.902487,1
1163.067614,418.48807,264.354601,211.157951,1
938.771538,474.581921,325.762903,182.989263,1
1111.110593,416.991232,246.405185,260.971386,1
1005.166934,344.100818,158.121343,314.150715,1
1112.361653,357.444018,239.093506,229.508683,2
973.721898,432.765192,274.424225,246.156982,1
1203.932755,396.167305,235.124165,217.674273,1
807.520538,348.334643,156.386348,175.442371,1
1166.792389,444.014862,320.681066,226.840459,1
773.911824,319.117198,153.677074,245.254411,1
1030.797129,348.348326,214.140543,233.021629,1
1254.809842,427.797843,248.260731,232.002143,1
1476.573313,407.464952,242.044228,197.740273,1
1371.966625,380.230705,212.720607,182.186457,1
884.012059,573.375501,391.278938,205.842114,1
1258.59853,365.538065,199.969942,194.037841,1
970.406926,384.362512,202.157003,210.557796,1
1515.544457,403.567838,245.329928,261.972685,1
794.433855,396.062342,267.18304,214.95478,1
1283.449648,369.583789,220.557791,205.135091,1
1493.363121,394.963529,230.390124,236.119748,1
611.650187,305.392081,156.248823,231.621958,1
1090.268306,371.890534,190.792498,221.937543,1
1108.512517,356.802466,180.32814,266.492298,1
1060.448107,367.548976,257.341181,247.723103,2
1199.314068,367.14229,209.557883,234.065536,1
848.093655,365.157013,202.608895,238.532668,1
800.446323,340.079169,184.390318,202.826614,1
1068.30417,348.637059,210.650287,206.160465,1
1192.516981,354.20439,212.90178,192.149386,1
1131.029177,381.051178,187.925261,268.576128,1
953.189821,470.228412,337.522143,203.38572,1
807.135676,408.763991,262.244097,223.946375,1
1827.313602,457.838706,262.408469,191.48272,1
644.253618,314.263299,197.454312,197.053342,2
1502.604998,395.518825,239.291653,185.469559,1
529.023396,304.624436,151.757962,220.926545,1
900.853828,514.369034,388.535889,220.774817,1
1251.382806,409.129453,247.165555,234.810317,1
1182.265665,357.527503,203.104088,213.021811,1
1053.596287,471.219664,273.347236,236.516041,1
819.797487,367.274446,198.415773,199.194676,1
1250.25195,411.766154,238.297109,228.804605,1
1050.850987,338.285284,188.916514,207.05455,1
2194.854783,780.808504,887.490709,224.278929,1
764.779067,320.744286,225.271048,191.568803,1
1466.317841,399.830246,209.356445,192.452669,1
1195.554998,448.82113,335.830449,229.806423,1
1516.699042,407.897965,204.435342,191.50108,1
549.286139,287.520434,217.900479,207.140113,1
621.18911,377.547239,259.352265,224.757321,1
1272.562323,420.145989,263.557858,184.339743,1
898.587959,355.994118,202.219357,211.180295,1
827.573876,328.743243,200.258156,213.557361,1
1442.798323,433.012702,235.176646,271.318484,1
872.4863,536.702097,360.431113,220.194753,1
546.536335,309.938194,169.500051,220.206011,1
1318.090665,417.809106,262.242885,171.749638,1
1348.459404,374.989,255.581417,209.545585,2
427.089954,285.23915,133.032934,229.656081,1
770.43785,313.212463,168.036295,238.804253,1
486.165704,296.598286,133.271957,227.172666,1
1050.055802,448.601159,250.021707,240.700329,1
476.846924,276.728372,153.166292,187.454836,1
1309.297216,409.119234,217.247669,204.597116,1
1153.545838,408.034624,240.00214,233.518727,1
1564.258386,396.206622,205.912435,199.678092,1
1330.500116,431.061373,257.607743,245.728819,1
1342.339376,409.630016,233.544708,219.605163,1
769.660332,317.437628,163.287877,240.779831,1
950.781924,361.10973,212.638681,235.596149,1
887.849244,368.580412,206.139334,201.80557,1
1361.56514,398.544891,211.793614,184.636616,1
729.720626,339.93385,182.138133,172.456662,1
1316.661723,367.367976,229.005176,217.971493,1
703.212628,329.089653,209.045715,211.628203,1
1095.239465,480.029394,338.822913,219.700772,1
1064.345221,440.229638,247.783551,256.152128,1
1297.261368,907.102894,555.554084,206.161851,1
1433.347214,420.85561,254.735484,198.562651,1
1200.16693,372.46315,209.268111,246.875957,1
1174.949136,373.256949,191.470249,250.521058,1
571.637042,300.955086,152.029894,227.882807,1
1203.843208,369.096563,206.429799,231.513186,1
1084.065832,364.275053,213.027873,219.992276,1
977.890598,416.283689,252.010794,217.355056,1
914.828533,352.217555,201.083824,253.694175,1
1013.249722,333.528034,222.087538,229.246451,1
552.524208,341.578606,173.248209,253.266878,1
1529.534058,442.205908,253.502956,191.42487,1
1092.744792,387.202903,216.71437,232.949575,1
1331.947071,581.969071,329.089653,0,1
623.653819,345.255403,220.967767,187.294448,1
1209.595002,377.171384,218.853626,197.791542,1
976.29919,449.178452,266.014945,209.378615,1
845.240794,355.895218,210.58291,223.725366,1
1597.399965,432.563581,282.212564,198.189221,1
993.999363,428.971308,263.461729,220.601612,1
614.28429,378.057155,209.019215,232.711938,1
837.947994,314.595159,177.658183,233.376699,1
1484.887157,396.46643,228.985777,193.341557,1
1174.473515,377.300768,227.423467,225.877439,1
2114.091679,780.554066,792.689333,201.140982,1
960.710906,337.413197,193.870525,240.310791,1
1025.374078,365.46272,188.062266,169.586307,1
673.863893,422.187384,244.03522,235.837424,1
1404.251705,388.681208,223.930614,201.666832,1
1173.717475,372.417597,215.313141,229.411515,1
1516.930097,422.273987,244.456455,173.464888,1
1051.984787,349.874263,209.542814,251.324556,1
1128.697491,347.986847,180.038021,205.97375,1
954.716624,370.022171,211.565156,244.921684,1
1441.932297,411.714886,232.321014,228.262992,1
1026.673116,361.565606,184.967611,265.856289,1
988.852574,406.487556,245.794291,246.83127,1
837.654065,344.287706,203.479077,232.445895,1
1407.387583,368.926822,227.331668,245.217518,1
1018.792285,365.11631,223.550602,166.515035,1
784.272606,338.009715,273.271025,211.586287,2
1415.800327,407.966728,228.42338,214.123915,1
1328.2074,384.98761,252.234229,233.381549,1
897.309186,375.769462,203.527055,225.171974,1
1402.961154,355.542746,203.567758,221.458284,1
971.343792,385.573736,221.678428,218.438973,1
940.751099,374.865331,188.308564,177.457265,1
1237.377097,399.064506,195.613142,200.333327,1
917.30017,389.198918,255.067344,219.259099,1
899.733884,348.075528,181.478048,199.32458,1
1017.889021,363.607001,192.977826,213.549567,1
1576.599248,428.682575,233.962825,216.795084,1
1124.295483,477.345408,365.055862,232.507036,1
1281.896692,397.893813,236.127542,213.932697,1
1222.985314,394.27781,260.816368,243.235013,1
1088.394227,416.624903,274.95683,205.989165,1
803.48434,328.855653,203.410142,230.076623,2
1030.199052,374.06114,228.900214,247.414105,1
756.521341,342.272465,183.836755,251.293206,1
868.574117,368.060797,197.668566,202.927765,1
933.575385,353.338365,153.632387,265.942025,1
1270.830446,392.680686,220.199949,173.669097,1
1593.537665,422.926104,244.943854,216.474308,1
977.678075,349.951859,240.100693,239.911034,2
789.130489,320.711377,175.544042,226.82054,1
1335.230347,437.561241,256.953375,203.412047,1
816.565827,457.068982,282.238372,301.942182,1
781.897271,322.16145,160.605797,233.458452,1
967.869991,350.63013,229.423986,232.635208,1
1085.748346,370.411363,215.48115,253.776447,1
1025.181647,385.092572,191.619033,242.619442,1
699.748526,314.325999,147.538686,235.805554,1
1499.522987,846.106819,613.669758,220.728225,1
744.024075,313.28469,172.709021,244.816895,1
1125.486615,565.572266,456.32905,174.544129,1
1061.12863,410.86722,239.54765,246.199764,1
1138.219786,355.542746,188.422706,233.532757,1
1141.421482,369.200313,225.043456,200.031776,1
966.484351,344.678111,196.485749,157.746527,1
905.555307,470.167963,394.312451,224.285511,1
760.409795,452.419465,287.289205,204.870087,1
1144.390564,377.339566,212.791622,242.237525,1
1683.842118,458.935787,253.250077,227.064586,1
965.937369,350.36045,183.762104,231.253551,1
1028.786911,347.539285,199.401483,221.289582,1
1044.234206,381.243609,254.714006,255.947053,2
861.60954,352.308487,199.578326,239.477848,1
1555.714699,408.597367,228.331062,225.135082,1
1365.202447,384.630807,208.7963,180.802895,1
828.857845,335.541196,189.178053,233.022148,1
1178.198637,402.41308,297.575509,202.006834,2
808.867727,356.402709,204.010644,237.576749,1
945.312801,331.798234,221.561514,209.831027,2
1255.526911,382.100974,243.677898,225.845569,2
779.64318,340.473904,206.424256,210.931399,1
1382.176544,389.632623,206.835792,186.076643,1
1814.210291,445.137058,219.063378,203.086594,1
1192.035991,573.116386,418.754806,212.948719,1
1138.015404,393.300934,247.472821,211.355925,1
1217.828998,459.015461,290.95613,208.423043,1
1001.587305,357.726169,197.158824,203.621105,1
803.08874,341.647022,184.469646,230.751083,1
1215.312675,632.169273,503.172884,214.075244,1
914.149743,366.248725,208.239792,216.258841,1
1566.813161,458.647054,247.122081,215.250614,1
413.52713,331.294035,171.021484,231.925414,1
928.338876,355.936441,242.611128,208.474485,2
2297.228512,847.742568,916.414226,210.004059,1
1273.304854,391.072304,238.676082,202.607163,1
1203.775311,378.042952,218.268539,201.541432,1
1272.277921,700.268142,548.985628,203.906894,1
1414.230223,383.403303,204.424604,230.561424,1
1302.29211,420.727092,249.850581,208.878746,1
935.668395,371.957911,205.386931,216.580483,1
1366.035217,426.526691,251.430557,197.095777,1
1104.867936,376.143758,215.308811,203.345883,1
1100.339315,745.2689,529.526383,220.369863,1
1050.825699,347.179885,179.210101,234.726313,1
1523.805127,438.475244,261.147362,241.781822,1
1212.889363,363.648224,211.097329,203.401828,1
1206.373387,386.24733,194.763224,179.768687,1
1275.36686,402.211816,237.650188,218.609234,1
1004.212921,352.585269,194.129987,232.65963,1
716.613159,327.084112,198.823498,226.195616,2
1367.330444,404.310195,207.740442,152.265799,1
1009.455665,535.038808,379.376285,233.313479,1
1277.798833,408.266026,240.716611,205.949155,1
921.754139,348.05561,196.216588,247.838284,1
973.16054,714.854607,360.114494,218.928278,1
1162.373754,373.396552,230.043021,235.646205,1
1468.464198,414.117586,231.648978,181.745823,1
1353.655383,412.228092,277.278818,208.471887,1
1306.76565,385.447989,240.847381,221.318508,1
1059.004789,368.54196,199.026148,200.993584,1
1095.786447,385.773268,223.847821,231.773166,1
1160.236057,654.172381,516.093117,211.730914,1
1167.968105,476.125352,312.610922,227.966292,1
1322.959113,405.346654,230.763554,201.05334,1
886.410256,380.385031,196.308214,264.703956,1
1198.194297,425.795766,243.854221,225.226707,1
1406.713989,418.482701,240.189548,232.817073,1
784.272606,345.370931,175.813376,252.509105,1
1112.423488,365.183341,220.996519,241.217173,1
1030.570231,374.815795,197.629422,190.395685,1
771.507911,335.450956,189.718107,213.469027,1
973.173358,364.7699,254.10138,232.617022,2
1550.185473,869.489505,619.327156,204.366407,1
923.71915,370.164026,220.924813,226.373152,1
724.36374,319.829763,173.694732,233.025786,1
965.368217,350.413104,191.915386,210.153015,1
1630.292823,439.507892,242.323088,161.946751,1
1986.342713,793.060685,807.227475,223.135602,1
622.908517,319.106805,166.445579,230.970534,1
1093.553833,383.098115,181.134409,247.167807,1
1210.668181,370.44687,236.497855,229.271219,1
1421.011029,405.755765,261.769688,240.749346,1
877.346954,338.76385,235.698513,230.317551,2
966.195791,362.142899,203.92127,205.297731,1
999.353998,380.539357,258.116447,217.680162,1
1436.209428,426.120179,250.706214,206.757676,1
1371.269301,396.499166,230.526436,202.27842,1
1312.028487,410.149631,219.288198,189.767817,1
737.296963,320.522237,174.102629,201.082612,1
1063.976987,372.251494,213.899961,224.40866,1
575.513198,317.768277,196.751619,232.205659,2
1242.241388,404.217357,264.067427,190.841342,1
1291.340179,375.662594,219.145996,190.247941,1
812.851444,337.230292,178.935571,241.054707,1
1022.239932,498.913078,364.508534,197.293924,1
1336.844964,437.16512,236.259524,220.49561,1
677.033026,412.256498,275.123973,226.857433,1
674.229702,408.533108,236.566617,209.236068,1
563.231399,326.601736,173.927,227.037393,1
969.948452,532.990485,409.159071,211.571565,1
1349.844872,367.656709,196.041305,185.336711,1
946.050828,343.929172,260.653901,205.38364,2
996.986805,420.50487,234.64941,213.241435,1
1303.667877,387.613052,200.869396,216.128417,1
1335.555452,377.51485,206.358092,187.024941,1
1387.642897,404.331499,219.600487,204.336789,1
1414.343326,385.99982,207.040693,221.517001,1
649.872564,330.609701,205.907759,233.869294,2
1498.066505,399.001459,225.930093,210.276857,1
1332.986302,377.240666,211.83501,281.371654,1
1050.574205,374.73283,248.865044,207.515102,2
829.322381,337.089996,197.858919,224.872849,1
818.428648,338.1656,190.613923,238.074714,1
1169.134295,393.175533,189.178919,151.229686,1
557.893565,326.179808,160.334384,219.113261,1
1083.232716,341.976977,193.195199,242.205482,1
1351.316249,384.887843,218.168947,205.501939,1
1193.158879,406.644826,254.692355,222.294692,1
730.834335,338.44879,180.680612,227.464517,1
1069.774508,489.171158,363.753706,213.777332,1
1346.155777,392.735246,223.154308,223.821494,1
558.435004,307.168472,157.145679,221.866702,1
1326.750919,384.515279,259.807621,240.592596,1
1711.82565,438.315375,236.840454,238.281174,1
849.227802,355.626057,187.911231,211.526705,1
1290.765658,387.055678,221.898745,211.60049,1
1017.023688,349.127922,215.504706,224.361201,1
1036.151245,373.930544,184.227852,251.988971,1
1170.051243,367.296616,192.267859,250.663432,1
792.831362,346.85807,192.898325,244.543404,1
1125.100194,365.795794,206.733254,231.872066,1
1197.60488,370.875379,197.085385,228.184184,1
1184.413928,405.111961,227.093338,218.477252,1
1639.415881,426.562371,249.283161,189.63722,1
1591.170645,442.21682,245.429001,206.711604,1
1243.927367,364.360443,186.644756,261.333038,1
624.328279,203.014541,126.780577,195.076033,1
928.974712,434.419993,273.790814,244.71453,1
1356.443119,422.290441,236.397049,230.507037,1
1615.340028,450.075308,234.731336,219.963524,1
1092.67655,352.781684,195.642933,221.811276,1
834.800338,329.330235,184.620162,243.494647,1
777.80634,341.098481,200.648906,192.728757,1
814.929905,356.58596,176.219022,230.299018,1
1329.782008,680.623741,550.423576,199.734037,1
1248.855917,419.309409,259.471776,220.109536,1
1411.140244,416.75065,225.761911,212.819681,1
876.236883,563.45085,398.124349,214.533891,1
909.153469,358.27471,206.057928,231.617975,1
829.479132,368.580412,216.311495,207.466085,1
1245.738226,363.258339,191.68156,235.964383,1
1291.243877,391.01047,294.369829,221.323531,1
1358.460612,396.239878,209.25131,188.477092,1
798.331142,444.848325,256.652691,242.216567,1
1131.302668,354.888031,190.021562,243.903757,1
956.721819,353.810695,224.756629,253.387082,2
1146.617635,433.878727,264.574571,171.797789,1
598.134821,303.969547,149.462475,224.568181,1
980.41385,352.435793,190.912702,240.804079,1
1195.676761,361.577384,209.781144,227.956073,1
987.720852,375.026585,220.116638,220.475519,1
1521.317902,411.6508,217.650717,277.236382,1
963.840548,411.179682,278.123019,211.381732,1
716.045566,296.259496,202.862814,202.307518,1
1677.862386,465.921667,263.509187,267.27709,1
1061.242079,382.259976,227.333574,236.182795,1
1609.581998,444.249901,246.531105,239.540202,1
