@relation R_data_frame-weka.filters.unsupervised.attribute.RandomProjection-N1-R42-DSparse1

@attribute K1 numeric
@attribute Class {1,2}

@data
872.4863,1
546.536335,1
1318.090665,1
1348.459404,2
427.089954,1
770.43785,1
486.165704,1
1050.055802,1
476.846924,1
1309.297216,1
1153.545838,1
1564.258386,1
1330.500116,1
1342.339376,1
769.660332,1
950.781924,1
887.849244,1
1361.56514,1
729.720626,1
1316.661723,1
703.212628,1
1095.239465,1
1064.345221,1
1297.261368,1
1433.347214,1
1200.16693,1
1174.949136,1
571.637042,1
1203.843208,1
1084.065832,1
977.890598,1
914.828533,1
1013.249722,1
552.524208,1
1529.534058,1
1092.744792,1
1331.947071,1
623.653819,1
1209.595002,1
976.29919,1
845.240794,1
1597.399965,1
993.999363,1
614.28429,1
837.947994,1
1484.887157,1
1174.473515,1
2114.091679,1
960.710906,1
1025.374078,1
673.863893,1
1404.251705,1
1173.717475,1
1516.930097,1
1051.984787,1
1128.697491,1
954.716624,1
1441.932297,1
1026.673116,1
988.852574,1
837.654065,1
1407.387583,1
1018.792285,1
784.272606,2
1415.800327,1
1328.2074,1
897.309186,1
1402.961154,1
971.343792,1
940.751099,1
1237.377097,1
917.30017,1
899.733884,1
1017.889021,1
1576.599248,1
1124.295483,1
1281.896692,1
1222.985314,1
1088.394227,1
803.48434,2
1030.199052,1
756.521341,1
868.574117,1
933.575385,1
1270.830446,1
1593.537665,1
977.678075,2
789.130489,1
1335.230347,1
816.565827,1
781.897271,1
967.869991,1
1085.748346,1
1025.181647,1
699.748526,1
1499.522987,1
744.024075,1
1125.486615,1
1061.12863,1
1138.219786,1
1141.421482,1
966.484351,1
905.555307,1
760.409795,1
1144.390564,1
1683.842118,1
965.937369,1
1028.786911,1
1044.234206,2
861.60954,1
1555.714699,1
1365.202447,1
828.857845,1
1178.198637,2
808.867727,1
945.312801,2
1255.526911,2
779.64318,1
1382.176544,1
1814.210291,1
1192.035991,1
1138.015404,1
1217.828998,1
1001.587305,1
803.08874,1
1215.312675,1
914.149743,1
1566.813161,1
413.52713,1
928.338876,2
2297.228512,1
1273.304854,1
1203.775311,1
1272.277921,1
1414.230223,1
1302.29211,1
935.668395,1
1366.035217,1
1104.867936,1
1100.339315,1
1050.825699,1
1523.805127,1
1212.889363,1
1206.373387,1
1275.36686,1
1004.212921,1
716.613159,2
1367.330444,1
1009.455665,1
1277.798833,1
921.754139,1
973.16054,1
1162.373754,1
1468.464198,1
1353.655383,1
1306.76565,1
1059.004789,1
1095.786447,1
1160.236057,1
1167.968105,1
1322.959113,1
886.410256,1
1198.194297,1
1406.713989,1
784.272606,1
1112.423488,1
1030.570231,1
771.507911,1
973.173358,2
1550.185473,1
923.71915,1
724.36374,1
965.368217,1
1630.292823,1
1986.342713,1
622.908517,1
1093.553833,1
1210.668181,1
1421.011029,1
877.346954,2
966.195791,1
999.353998,1
1436.209428,1
1371.269301,1
1312.028487,1
737.296963,1
1063.976987,1
575.513198,2
1242.241388,1
1291.340179,1
812.851444,1
1022.239932,1
1336.844964,1
677.033026,1
674.229702,1
563.231399,1
969.948452,1
1349.844872,1
946.050828,2
996.986805,1
1303.667877,1
1335.555452,1
1387.642897,1
1414.343326,1
649.872564,2
1498.066505,1
1332.986302,1
1050.574205,2
829.322381,1
818.428648,1
1169.134295,1
557.893565,1
1083.232716,1
1351.316249,1
1193.158879,1
730.834335,1
1069.774508,1
1346.155777,1
558.435004,1
1326.750919,1
1711.82565,1
849.227802,1
1290.765658,1
1017.023688,1
1036.151245,1
1170.051243,1
792.831362,1
1125.100194,1
1197.60488,1
1184.413928,1
1639.415881,1
1591.170645,1
1243.927367,1
624.328279,1
928.974712,1
1356.443119,1
1615.340028,1
1092.67655,1
834.800338,1
777.80634,1
814.929905,1
1329.782008,1
1248.855917,1
1411.140244,1
876.236883,1
909.153469,1
829.479132,1
1245.738226,1
1291.243877,1
1358.460612,1
798.331142,1
1131.302668,1
956.721819,2
1146.617635,1
598.134821,1
980.41385,1
1195.676761,1
987.720852,1
1521.317902,1
963.840548,1
716.045566,1
1677.862386,1
1061.242079,1
1609.581998,1
1282.847241,1
914.968137,1
1049.229094,1
529.661137,1
1467.913059,1
614.108313,1
1235.429925,1
648.407942,1
885.727482,1
1100.140996,2
1134.965609,1
1710.705879,1
1246.804823,1
787.687171,2
820.54504,1
671.073559,1
657.189613,1
1326.317906,1
1072.055619,1
1126.598418,1
797.695999,1
1043.916028,1
1545.972259,1
1254.004785,1
750.720183,1
1035.766383,1
1169.738608,1
1047.197918,1
827.487273,1
1515.17986,1
1545.825381,1
1403.105607,1
1439.124643,1
748.415863,1
1451.738476,1
927.94622,2
1063.543282,1
815.757825,1
961.981019,1
1262.482654,1
881.397355,1
875.675525,1
2385.033962,1
920.601459,1
933.431105,1
1222.680992,1
636.629304,1
1234.230653,1
1295.209407,1
1295.574004,1
638.549455,1
1039.444912,1
948.379916,1
1425.817816,1
1494.821335,1
1070.198687,1
1006.305584,2
467.778945,1
1048.389742,1
1148.859255,1
1060.509941,1
1341.300145,1
701.757705,1
1553.237173,1
1132.689002,1
1378.18538,1
1002.099645,1
951.385371,1
1367.454113,1
537.705647,2
881.549775,1
1061.561642,1
991.599087,1
1099.694819,1
876.379604,1
577.146176,1
1271.325293,1
1434.571081,1
1440.781869,1
947.791192,1
1335.90602,1
980.340757,1
1200.806057,1
1284.863521,1
884.762903,1
1236.684277,1
1321.554766,1
511.509244,1
771.491803,1
1520.981191,1
1021.359011,1
1204.814542,1
943.751184,1
492.106119,1
1022.776002,1
1071.342014,1
1173.464422,1
725.143336,1
1786.937073,1
1497.054814,1
938.944743,1
1446.528814,1
1058.090613,1
928.379233,1
928.379233,1
975.015913,1
1389.104748,1
1097.011699,1
740.789643,1
1192.292507,2
1179.290348,1
1324.906458,1
1449.341664,1
947.179952,1
1003.87621,1
1195.278216,2
1253.738049,1
1131.111623,1
1090.918518,1
1005.975109,1
923.925437,1
1208.347059,1
1258.885877,1
1136.802622,1
815.469439,1
758.638254,1
885.894971,1
890.274115,1
979.205917,1
1280.233057,1
743.11648,1
881.173401,2
1151.92204,1
1603.423172,1
1495.201347,1
1000.943155,1
1293.347106,1
835.454707,1
953.370128,1
836.10821,1
1282.064008,1
1124.870697,1
1310.689958,1
818.121901,1
1269.529156,1
1378.712443,1
1057.315173,1
1246.994136,1
1202.325931,1
1012.064653,1
1247.571428,1
1212.002553,1
875.483614,1
1687.558752,1
610.395143,2
1811.725145,1
1189.323426,1
1658.149915,1
1066.774249,2
914.217119,1
1156.625078,1
991.184954,1
802.632344,1
1317.365628,1
1299.412575,1
882.796505,1
1285.249596,1
1009.188236,1
1622.107497,1
992.695995,1
998.819834,1
532.234618,1
1251.725752,1
1277.291169,1
1268.265279,1
1702.781574,1
1320.916679,1
1163.01444,1
719.099864,1
1236.782311,1
1087.150615,1
1418.357181,1
926.965879,1
930.111284,1
938.771538,1
1588.637001,1
1781.514195,1
1086.115368,1
1014.311296,1
512.284164,1
1135.445907,1
1213.197668,2
825.755223,1
1365.000316,1
1336.362588,1
934.874423,1
1433.753207,1
1140.955214,1
1583.056853,1
1178.119309,1
1186.379459,1
1157.009939,1
1040.636737,1
734.389542,1
1277.865343,1
1056.358562,1
675.779195,1
954.316694,1
816.565827,1
1894.863583,1
821.259685,1
862.561302,1
1049.563034,1
826.652944,1
1085.995856,1
1629.612473,1
1058.283043,1
1210.487008,1
1085.418564,1
1343.725017,1
978.262296,1
916.54361,1
1149.504444,1
1174.948963,1
1429.716836,1
1169.3075,1
1229.669471,2
705.243804,1
1329.060262,1
919.430246,1
900.233407,1
860.895416,2
1458.11606,1
1563.175854,1
1179.27909,1
1235.657863,1
1117.605784,1
794.3185,1
1569.840612,1
1156.280573,1
956.175877,1
931.019744,1
1035.766383,1
506.957935,1
1167.087357,1
1042.092006,1
922.440723,1
748.678962,2
1268.531668,1
846.351905,2
711.786279,1
1080.799704,1
1482.635491,1
1167.080083,1
651.11254,1
1371.737301,1
1475.656366,1
1157.612347,1
805.345255,1
1186.193783,1
1370.376775,1
973.812138,1
1020.0236,1
1545.586185,1
1271.272812,1
1315.616257,2
1169.134295,1
870.438496,1
1726.754023,1
1166.412377,1
1955.485362,1
944.601448,1
1193.883396,1
1301.780462,1
994.389768,1
1021.274141,1
1023.459642,1
973.767797,1
1145.432565,1
1109.898157,1
1126.179435,2
1742.096702,1
1194.813854,1
930.111284,1
1367.851272,1
1574.735388,1
1248.808632,1
571.624918,2
1069.665042,1
1129.544637,1
1402.233693,1
1101.199452,1
1055.043589,2
943.440627,1
1377.774191,1
624.752458,1
1215.566594,1
2618.153971,1
1175.016859,1
671.664708,1
881.696307,1
897.202318,1
1382.176544,1
1159.608016,2
903.730764,1
1319.422958,1
1106.907079,1
1013.414787,1
1376.258646,1
1308.110761,1
1278.253496,1
928.105742,1
1244.16587,1
1282.075786,1
1539.975553,1
795.619097,1
371.723045,1
1108.01767,1
929.028752,1
1007.063876,1
1141.986304,1
659.141461,1
1919.583413,1
1457.479532,1
1555.194391,1
1458.38678,1
796.699031,1
555.937387,1
1518.761048,1
710.669973,2
1219.638299,1
1023.87291,1
1405.401787,1
1247.726101,1
1485.10453,1
1717.220123,1
854.081874,1
778.556838,1
1732.375567,1
1384.670698,1
926.152335,1
1078.820316,1
976.876655,1
848.270151,1
856.499124,1
1314.626563,1
1510.611922,1
935.827051,1
1150.659202,1
1167.85812,2
873.819632,1
1134.348999,1
1292.279297,1
1063.93767,1
2205.822129,1
890.783511,1
1497.044768,1
1175.165989,1
626.76181,1
847.30869,1
1181.585489,1
1036.647997,1
1282.696553,1
1171.067783,1
996.586181,1
1656.521614,1
1026.678832,1
868.928321,1
753.730834,1
1042.187268,1
1258.475901,1
1393.571707,1
983.338591,1
1369.486674,1
915.879195,1
1439.744544,1
733.723396,1
1714.730299,1
1062.61317,1
1239.900868,1
1399.999867,1
1402.16545,1
1199.445184,1
640.858799,1
877.464041,1
1052.864322,1
1535.27494,1
1280.762025,1
996.145721,1
1232.230481,1
838.151337,1
939.314536,1
1444.777884,1
1017.728633,1
955.354019,1
1072.659065,1
1265.840581,1
1057.90511,1
1208.798259,1
877.514616,1
854.890742,1
1449.096752,1
1068.097883,1
1085.067997,1
1230.861641,1
1251.634646,1
1080.418653,1
751.168785,1
1182.498972,1
1050.715194,1
950.27045,1
1307.226029,1
809.31373,2
1338.142444,1
2191.182143,1
1609.0752,1
1290.639391,1
1095.128614,1
2211.395869,1
959.478552,1
1069.16396,1
760.217538,1
845.125266,1
1044.210131,1
1016.713824,1
1204.105267,1
1232.580182,1
846.004975,1
1453.190628,1
1167.286717,1
957.824097,1
1151.4989,1
1739.638922,1
1487.121676,1
1565.616487,1
1022.342989,1
726.736996,1
811.807017,1
1343.371851,1
1365.388988,1
1202.909286,1
419.379903,1
1243.533672,1
810.723446,1
1084.599131,1
1500.562217,1
1476.020789,1
1205.972245,1
1256.121697,1
754.536065,1
839.942797,1
1072.716916,1
1183.417132,2
1066.549602,1
1121.827657,1
872.910306,1
716.629093,1
1213.116088,1
1045.213854,1
1434.282348,1
970.567141,1
1691.398536,1
1106.656624,1
985.652437,1
1241.436331,1
987.014176,1
1531.9617,1
1013.827188,1
1514.127293,1
1370.141043,1
1501.68805,1
904.148535,1
1387.48095,1
1367.091075,1
1093.501525,1
1054.045062,1
1073.992398,1
867.757455,1
1236.337866,1
1051.447159,1
967.213544,1
889.191583,1
1366.380241,1
1290.288997,1
1107.78748,1
1338.80426,1
734.142206,1
484.531168,1
602.578571,1
1399.713559,1
959.426244,2
987.961781,1
1555.381625,1
1445.998979,1
409.089097,1
1240.356224,1
824.311905,1
1356.092899,1
716.510968,1
723.845683,1
1348.690287,2
1340.08771,1
866.545019,1
1581.99753,1
992.71245,1
1501.174844,1
1090.350752,1
1067.520763,1
930.32779,1
971.831191,1
1264.39709,1
1327.407885,1
1203.125792,1
1147.579962,1
1280.663298,1
1319.245423,1
692.616634,1
828.707503,2
818.139395,1
487.355796,2
1017.788908,1
1328.482969,1
1285.542485,1
1314.493368,1
1483.237899,1
758.530001,1
1444.122822,1
1222.82787,1
1094.757955,1
977.821489,1
978.654086,1
1272.389638,1
479.412265,1
601.907747,1
616.177075,1
1202.04326,1
1320.778288,1
906.371969,1
1282.388074,1
1296.353427,1
1273.750164,1
1240.040125,1
964.064329,1
733.117524,1
985.344479,1
1325.018868,1
976.948709,1
1266.413543,1
654.591364,1
2133.321773,1
1122.901875,1
1056.217919,2
927.513207,1
595.865315,1
1470.258429,1
1020.177926,1
1479.748855,1
978.554493,1
963.478723,1
1543.56748,1
1062.61317,1
954.74503,1
1268.374398,1
1051.987905,1
1255.736835,1
568.97869,1
1104.831909,1
699.450787,1
836.980297,1
1225.810808,1
544.682694,2
756.146525,1
514.023143,1
1125.400012,1
1535.098271,1
954.013585,1
707.090343,1
1434.5813,1
737.320692,1
981.169024,1
1030.013376,1
1198.421715,1
1149.136903,1
858.764127,1
1080.863963,1
888.725488,1
670.212557,1
1201.817401,1
924.193386,1
753.095691,1
1016.425264,1
975.818199,1
1239.510291,1
1369.133509,1
568.33991,1
1062.685397,1
1084.197122,1
1317.972712,1
1029.478865,1
881.613861,1
1518.513538,1
717.633336,1
1407.868747,1
1749.859234,1
1003.756006,1
1138.246113,1
1222.216629,1
1624.605807,1
1189.26367,2
595.962137,1
716.096661,1
1432.770788,1
1012.903312,1
1164.793603,1
899.194177,1
1139.343021,1
894.011708,1
1202.176455,1
679.926244,1
1342.643004,1
729.375775,1
1198.290426,1
815.086136,1
1046.678303,1
523.990922,1
1374.873006,2
648.653027,1
1204.978913,1
981.737656,1
1583.805791,1
1302.502207,1
982.938833,1
1146.652968,1
1308.674544,1
1551.735139,1
1097.95636,1
530.488711,1
1499.59937,1
1061.400735,1
1026.413309,1
1174.712538,1
974.904023,1
750.411012,1
1106.780466,1
1067.783169,1
1436.968586,1
1141.330376,1
621.264974,1
1376.980392,1
1582.181301,1
1217.490382,2
958.731345,1
1180.015211,1
1474.977921,1
1364.423024,1
598.375403,1
1594.517486,1
882.928488,1
1392.29328,1
1228.388619,1
1003.810046,1
419.042846,1
1026.528663,1
1138.650201,1
556.438123,1
1098.976711,1
1201.835414,1
787.267148,1
1582.517146,1
1309.269676,1
661.953619,1
1550.878293,1
1311.793274,1
865.634134,1
1038.446385,1
1136.720177,1
1055.614819,1
1355.85734,1
1051.35484,1
836.207456,1
1374.468918,1
1693.788246,1
1341.140277,1
1437.60217,1
1870.903605,1
967.422429,2
811.589472,1
820.607221,1
564.392739,1
1315.728667,1
589.7633,1
843.595346,1
533.125239,1
1694.50774,1
1676.315837,1
963.020249,2
873.516524,1
1382.550148,1
902.546907,2
1006.898985,1
1390.225558,1
1407.805007,1
1154.044149,1
1073.17868,1
950.73845,1
1372.25657,1
1115.19321,2
1066.785854,1
1351.358684,1
1094.933239,1
1137.566284,1
1027.085344,1
639.704041,1
916.148876,2
1315.425904,1
1295.66511,1
1417.625909,1
1328.699476,1
1338.176219,1
1149.339552,1
1185.12251,1
915.484981,1
1190.010184,1
1650.067127,1
719.227516,1
727.740719,1
877.861027,1
788.459665,1
1415.709741,1
1111.735517,1
812.007242,1
1213.217759,1
1262.866476,1
907.017331,1
1026.323935,2
1175.924627,1
998.931378,2
1206.313632,1
1729.929045,1
1403.731051,1
1108.240931,1
1347.881938,1
1054.076758,1
1146.982231,1
844.75963,1
828.459127,1
1150.298243,1
1087.035087,1
946.839604,1
1225.076419,1
872.189599,1
1014.115748,1
1118.904822,1
1022.574391,1
657.452885,1
1184.30706,1
705.983909,1
966.297116,2
1182.503476,1
1451.82837,1
1078.794162,1
1146.617635,1
1043.830465,1
1084.0906,1
747.756471,1
1458.245445,1
1611.351635,1
1433.157728,1
732.729718,1
786.442173,1
1410.519304,1
1260.20518,1
926.826449,1
1727.658846,1
973.812311,2
435.844259,1
883.345912,1
1243.047831,1
1298.691696,1
1428.803352,1
1181.162522,2
1186.524085,1
1141.021898,1
1215.755387,1
1048.802317,1
992.217603,1
1571.403095,1
1216.869615,1
996.391152,1
680.695967,1
1038.65579,1
1072.178767,1
1037.498434,1
1010.905218,1
1008.359104,1
1180.080856,1
963.713069,1
1191.650956,1
708.928396,1
1494.254608,1
1041.347397,1
1197.25466,1
1130.762788,1
736.814414,1
1686.855193,1
1131.065204,1
1153.978851,1
1548.836552,1
1155.030552,1
817.527981,1
1026.611282,1
1343.686565,1
1165.245321,1
995.157759,1
1409.442315,1
1016.322727,1
946.194588,1
1118.976355,1
789.260912,1
1291.834333,1
838.016757,1
1378.674857,1
1069.946674,1
934.507921,1
892.202927,1
1083.094671,1
945.100278,1
1261.331013,1
1071.79304,1
1388.349747,1
787.453344,1
1161.967069,1
465.705161,1
933.371696,1
1124.67844,1
533.471649,1
1192.307922,1
1074.13789,1
1223.615087,1
787.718521,1
480.009129,1
1105.048415,1
1219.434436,1
503.931349,1
697.15045,1
1469.996197,1
1118.961633,1
692.799885,1
1300.114748,1
894.733107,1
1029.399884,2
983.804859,1
1345.38536,1
1529.400863,1
1321.086766,1
1233.220175,1
297.479726,1
1135.123053,1
1424.860858,1
1237.360123,1
1067.100741,1
790.822009,2
1314.830252,1
1193.575437,1
1473.769816,1
1184.14546,1
1225.425946,1
730.100638,1
890.873751,1
1261.981225,2
1111.976618,1
791.781219,1
1242.711813,1
1200.010006,1
720.441857,1
1274.047037,1
741.133109,1
1169.581337,1
1711.266198,1
1027.539142,1
929.292197,2
943.125047,1
1305.25305,1
578.375066,1
1135.103307,1
1369.309832,1
873.819632,1
1025.374078,1
664.496269,1
671.21628,2
982.996511,1
1413.032683,1
872.32366,1
899.644337,2
697.49686,1
847.236983,1
1127.019826,1
907.267785,1
1255.736835,1
905.729378,1
1247.688515,1
1331.081046,1
964.902988,1
1089.758564,1
711.528897,1
1007.079291,1
693.54969,1
1440.873841,1
1271.043315,1
1500.677572,1
1013.782674,1
924.017756,1
771.272006,1
983.804859,1
1489.79475,1
1221.095819,1
1310.172594,1
1460.66408,1
1047.757371,1
1116.532258,1
1325.491198,1
1017.260806,1
592.952352,1
1308.954097,1
524.631435,1
1022.566943,1
1284.394309,1
1270.008934,1
1200.31121,1
1220.576204,1
839.755909,1
833.948862,1
1312.13674,1
1331.767977,1
1098.72643,1
654.455398,1
906.962251,1
1344.106761,1
1570.623672,1
768.481325,1
1016.815669,1
1177.794549,1
867.064634,1
1217.080752,1
1371.251288,1
1095.988404,1
1063.671627,1
1013.689317,2
492.938369,1
1024.591884,1
1266.772597,1
880.191155,1
1628.705225,1
1173.014089,1
931.532605,1
1043.528915,1
922.640256,1
1276.521445,1
1227.061695,1
1111.504115,1
1182.58315,1
1348.112821,1
894.851752,1
1449.726526,1
1125.474664,1
843.433399,1
1081.620176,1
1227.402909,1
1626.139018,1
1231.661329,1
637.202266,1
1505.245856,1
680.170983,1
916.947698,1
1762.125618,1
1583.713127,1
623.538291,2
1089.256096,1
784.900994,1
656.447256,1
966.715233,1
1678.383906,1
863.978466,1
1125.203251,1
1520.801404,1
1738.632601,1
1786.857918,1
1641.767659,1
958.44954,1
1705.270704,1
817.094968,1
1090.742888,1
959.209737,2
942.841857,1
1711.522888,1
1092.194866,1
1147.772393,1
1179.66655,1
888.014828,1
582.61859,1
908.171916,1
1203.850655,1
1176.062498,1
881.325301,1
1552.631648,1
985.450307,1
1323.679473,1
808.119828,1
2074.196487,1
457.549973,1
900.799615,1
1718.553975,1
1454.229858,1
803.886176,1
1522.992275,1
1119.987353,1
1462.563967,1
1002.724223,1
518.204833,1
778.366312,1
705.769481,1
1258.401422,1
1065.467937,2
476.377538,1
953.205237,1
875.156429,1
1421.147688,1
956.092046,1
1226.776946,1
897.646416,1
897.58718,1
1229.073645,1
1040.09651,1
1154.844876,1
990.733062,1
1439.393977,1
1430.847172,1
1389.797568,1
1179.18019,1
1416.817561,1
1930.208159,1
585.035667,1
934.730144,1
825.990781,1
942.124615,1
1003.104754,2
1623.90346,1
894.187337,1
1400.908501,1
1541.332788,1
1296.833725,1
1274.474508,1
1019.362996,1
1330.792313,1
1332.926892,1
1561.759902,1
1093.573579,1
975.433338,1
1322.132059,1
888.064191,1
1392.568849,1
539.533827,1
711.791476,1
438.425361,1
1044.826394,1
977.18115,1
982.842704,1
1434.138069,1
1577.898286,1
1300.612713,1
617.909126,1
1678.154409,1
590.624822,1
1037.050352,1
693.371462,1
1223.652673,1
1089.926226,1
1135.222646,1
1143.765986,1
659.911358,1
918.419941,2
1026.913525,1
931.48861,1
1134.968034,1
970.834569,1
1815.535656,1
1612.12361,1
1271.696471,1
1248.034232,1
1030.906941,1
1399.585907,1
876.201202,1
865.447938,1
1318.362423,1
1585.539747,1
1194.12519,1
1292.142985,1
667.272574,1
788.083117,1
1381.418772,1
1325.761225,1
712.822046,1
1256.633865,1
997.253714,1
1347.535528,1
814.806063,1
1449.69812,1
1337.601697,1
1011.584356,1
1665.366851,1
1377.846417,1
719.348067,1
1233.705149,1
1156.668379,1
955.418451,1
1236.180769,1
1250.911862,1
1125.420624,1
1137.345967,1
874.916713,1
1190.434883,1
840.95622,1
1012.462505,1
1454.730248,1
1268.408173,1
1235.175834,1
1246.066276,1
1469.64511,1
1457.167416,1
1116.153805,2
1547.530932,1
872.953607,1
1789.953786,1
732.561363,2
849.282188,1
1363.123986,1
1525.194404,1
1202.967136,1
1199.156451,1
1302.344764,2
1211.884427,1
1186.728294,1
815.340055,1
1042.496613,1
1160.631484,1
987.26896,1
990.155596,1
1070.238351,2
1157.810667,1
591.934599,1
1023.209015,1
485.989554,1
1526.869298,1
1100.482036,1
1188.651563,1
757.153713,1
1226.442487,1
672.619588,1
1081.095365,1
1450.532796,1
2621.280323,1
1209.837489,1
945.605171,1
1215.033642,1
1035.881738,1
1517.276507,1
1184.355384,1
1076.845952,1
983.3618,1
1616.296466,1
1453.190628,1
879.586149,1
1001.333213,1
1146.151367,1
1579.07608,1
1192.420852,1
1248.580348,1
1096.661652,1
1266.038208,1
1117.204467,1
1410.46665,1
1182.63234,1
932.954445,1
1066.213931,1
1423.498254,1
1176.30308,2
743.049796,1
1733.205393,1
1086.824296,1
1151.380774,1
1477.942153,1
1068.824651,1
1312.574949,1
842.361952,1
939.65523,2
776.176654,1
1408.899664,1
815.720586,1
1250.155821,1
1182.873442,1
1286.137445,1
1563.064829,1
1241.609709,1
853.393384,1
