@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute Class {1,2}

@data
123.662,203.9167,98.3611,604.4444,42.0167,1
140.9943,231.0606,127.3636,420.3636,30.1923,1
126.1205,418.3557,348.6846,671.7584,36.8889,1
119.6439,330.3429,223.2857,393.3143,20.9012,1
123.8949,245.2593,119.0648,798.2685,38.7266,1
128.1002,200.2727,85.6883,358.9481,21.8169,1
142.0547,204.75,90.625,375.125,18.2619,1
124.724,252.9047,116.7938,757.4572,13.7974,1
129.4941,192.4651,82.4419,242.4651,13.9476,1
125.4173,205.3871,94,508.9355,28.9202,1
130.7666,217,97.4,648.4,24.6769,1
117.6862,205.4464,89.8036,640.1964,27.0311,1
105.3105,230.2812,105.4688,733,19.5234,1
141.3804,211.875,96.25,621.9375,15.7796,1
140.4203,230.7931,119.4828,508.8276,30.3967,1
128.9405,242.2128,113.9645,653.5887,18.6527,1
115.9385,225.0476,100.7619,716.9762,27.7581,1
122.1573,246,114.4444,746.6111,22.2267,1
131.6914,206.9545,94.5455,612.5455,18.7141,1
144.534,246,158,343,29.1058,1
134.0307,227.5455,100.6364,589.8182,26.2516,1
117.6023,213.6364,90,618,27.0219,1
137.3388,232.7931,121.7241,352.3966,15.7407,1
131.0614,211.3158,94.9737,499.1842,20.6014,1
123.4726,278.234,134.0213,736.4468,20.6669,1
112.5358,250.6111,114.8056,617.3056,23.7292,1
118.0625,195.4,85.8,489,15.5512,1
104.1198,213.1667,102.3333,693.8333,27.1512,1
113.8003,204.9,91.625,385.825,30.436,1
110.4572,231,100,517.8421,14.7843,1
113.7079,206.5778,92.1556,398.4444,17.6944,1
124.2463,415.9948,295.3472,449.0259,55.7735,1
124.3435,239.2407,116.3704,441.537,25.2646,1
122.0872,284,176.0769,303.7885,24.5438,1
148.2175,218.68,95.8,604,36.1176,1
130.1713,178.3739,76.1824,189.5137,10.4873,1
114.7521,186.8667,81.8667,518.3333,20.5583,1
133.48,196.8621,85.2931,580.0862,15.1002,1
128.9492,245.25,129.5,507.75,18.6597,1
144.1615,187.6667,88.8333,422.75,16.6906,1
121.0556,237.9302,105.8837,702.7209,23.1707,1
139.6494,231.9412,106.8824,753.6471,41.8292,1
120.7772,218.6923,100.2051,567.3077,31.8238,1
129.6282,174.7042,73.331,239.5704,13.4649,1
137.5986,231.4231,111.6923,586.7308,37.2001,1
130.3858,215.8798,98.9727,553.5137,33.3984,1
129.4632,531.625,512.4167,728.0833,85.4616,1
129.2294,201.8857,92.1429,428.6,34.9177,1
108.9628,231.8148,107.4444,713.4444,21.9038,1
0,313,207,416,0,1
124.2491,201.2464,100,273.5072,14.3374,1
119.4607,237.8824,110.3782,690.5168,26.4227,1
130.7522,247.5692,114.8615,768.3231,10.3229,1
140.8006,210.6667,89.619,398.9524,28.2752,1
94.75,325.6667,189.3333,362.3333,37.8759,1
125.7826,220.1464,109.0436,536.2399,24.8633,1
137.6256,195.9048,86.7262,473.0119,26.2734,1
119.1309,232.5833,110.3333,675.1667,26.569,1
131.8883,188.5685,89.3151,128.8014,10.0841,1
124.8621,230.9804,110.9216,483.5882,11.9311,1
121.1987,197.4713,118.023,351.5747,15.5256,2
150.312,261.5,147.5,343,7.6158,1
131.7049,243.8364,112.5727,682.15,9.2571,1
125.3638,227.8815,104.2296,643.1407,28.0098,1
117.5552,212.8851,93.3908,623.3678,20.1644,1
129.7385,242.2188,111.4062,604.7188,25.6461,1
118.3516,209.9805,90.5731,568.5205,32.5857,1
121.2031,209.0625,92.75,594.25,31.9266,1
105.9622,187.5333,82.4667,347.8667,13.6571,1
130.2065,242.0788,121.1133,609.0345,32.8304,1
108.15,190.4,93.2,477.6,21.096,1
132.0437,191.7,95.9,543.4,23.2043,1
136.9815,217.5882,101.8824,671,44.5542,1
111.3309,234.7647,105.3529,885.9412,16.234,1
146.2878,212.6333,97.6667,457.6333,15.2266,1
128.2555,202.1395,91.407,541.4302,18.0763,1
149.3125,206.6667,94.8333,607.6667,27.3734,1
117.352,199.6842,90.3158,479.6842,25.1385,1
120.2855,190.675,84.8,347.375,33.1798,1
130.5319,204.5652,84.9565,263.8261,18.4241,1
137.8979,238.125,112.5,696.0417,34.3983,1
131.5012,200.8889,83.2222,631.4815,28.3614,1
116.5739,226.7879,143.9394,582,30.483,2
131.7333,264.8654,155.5,404.1154,28.2348,1
125.6643,314.5496,198.6031,265.6031,16.1371,1
128.0239,243,112.25,827.5,14.8571,1
127.0168,207.2449,97.6735,420.5918,16.1182,1
121.022,297.254,192.4286,414.6984,9.438,1
125.9456,173.5333,79.1333,386.3333,12.3314,1
138.8068,202,86.5455,447,27.2159,1
114.5094,206.975,89.875,446.9,32.6575,1
123.9027,272.7812,130.8125,644,20.3584,1
125.0628,225.6333,98.5333,647.8667,28.3191,1
125.2978,202.5506,92.7381,579.2173,34.3014,1
128.9718,245.0556,128.8333,572.7222,18.1198,1
139.4313,216.5,96.5,724.5,11.8326,1
120.5167,217.5333,104.0667,463.6,12.3548,1
144.25,178.8571,81.1429,425,10.2519,1
120.8625,688.4,533.4,706.4,45.0004,1
121.6979,245.8151,136.4622,422.6975,14.4841,1
112.8824,194,80,391.6667,16.1982,1
127.4528,203.9,89.5,520.35,26.5302,1
131.2693,239.8852,116.9016,685.1393,20.8137,1
123.4265,217.0256,99.8547,623.6239,24.0253,1
120.1446,205.5833,89.9444,522.5278,23.3617,1
90.6136,227.5455,101.8182,525.7273,17.3167,1
122.7249,201.4483,87.6552,359.3448,22.801,1
151.7063,230,109.2,584.2,18.5429,1
122.7229,189.4962,79.5038,446.0687,33.5298,1
121.5503,202.4444,89.5278,535.2778,38.8332,1
111.7539,207.375,92.125,650.875,19.3968,1
126.5312,193.05,87.35,422.1,17.3213,1
125.6009,218.1429,98.9286,672.3571,27.8279,1
91.9688,221.25,110,343.75,15.8114,1
82.6667,218,98.6667,666,21.853,1
137.9404,187.641,80.3077,471.4103,22.5482,1
138.8074,211.7647,87.8235,428.4118,23.911,1
112.6233,215.037,99.6296,601.4074,24.1803,1
89.4732,204.8571,82.5714,453.1429,10.9991,1
117.8392,240.28,103.24,774.12,21.0202,1
131.6731,229.3077,109.7179,458.6667,23.4282,1
126.6111,219.4074,98.8889,503.5926,17.9458,1
140.8341,184.4815,75.8704,316.7037,11.6146,1
119.7258,205.6852,92.3889,421.4167,28.541,1
137.2899,195.8846,87.8077,409.9231,18.1871,1
120.2338,211.7792,95.4545,583.4416,34.5384,1
139.9821,195.3571,100.0714,476.9286,13.4136,1
128.4213,226,103.6667,694.7407,48.7204,1
142.4954,210.4286,93.2857,543.1429,24.3126,1
131.4298,183.9333,81.4,230.4667,4.787,1
120.1087,253.5556,131.3175,612.4127,31.6813,1
112.7741,211.6316,97.1579,569.8947,30.306,1
103.1797,215.25,98.25,566.25,28.3127,1
119.9716,204.8182,98,482.4545,41.8772,1
136.3722,217.8235,98.1765,437.3529,23.101,1
134.4423,221.9691,107.444,524.0927,27.157,1
105.5988,218.2857,97.5238,611.1905,28.1265,1
121.9121,241.6142,123.2893,548.2081,29.3359,1
105.6489,274,156.5,385.5,31.5793,1
150.6719,240.75,122.25,519.25,20.0121,1
181.375,198.6667,88.6667,491.6667,2.6247,1
132.5069,206.3704,109.2593,532.963,28.7814,2
142.1188,249.8571,143.25,418.9286,15.1889,1
125.6743,228.7273,96.9091,598.1818,38.8399,1
101.2917,201.1111,82.1111,384.1111,8.1786,1
130.9664,256.3521,166.6831,506.9648,18.4622,1
141.5977,184.2424,75.9394,370.8788,12.7861,1
134.5351,201.119,89.7024,505.4286,33.9317,1
133.9465,246.9892,116.9405,607.5243,26.3929,1
114.1654,235.25,105.125,747.375,34.6193,1
105.1854,219.5263,98.6842,693.4211,24.1301,1
118.843,331.0385,198.8846,311.5,27.0204,1
112.0278,211.0435,92.2174,634.4348,23.2353,1
121.5656,221.9118,94.9706,465.2941,21.7448,1
151.25,233,112,763,29.6413,1
124.1042,228.6667,114.3333,344.3333,39.9249,1
118.4348,213.3793,99.2759,641.7241,28.0632,1
136.3238,228.0323,104.8065,757.3871,28.2093,1
133.727,176.3182,77,276.1364,13.2103,1
128.1357,214.7111,94.2667,535.2,15.8874,1
153.8594,206,91,549,13.1125,1
143.023,212.2045,124.4545,487.7955,24.1215,2
135.1378,211.9697,94.8182,597.6061,26.1701,1
137.7169,210.8235,91.8824,397.7647,25.0939,1
117.102,196.3448,88.5517,373.5862,17.9061,1
119.0268,201.2857,87.0714,529.7143,34.5476,1
110.9375,204.5,91.75,596.75,31.1689,1
155.0625,220,98,555,10.4987,1
117.4248,271.4865,170.7568,379.5676,24.1117,1
129.2955,236,127,339,24.4067,1
110.5526,264.3333,135.6667,919.3333,15.8349,1
113.7688,181.44,100.12,271.84,13.8803,2
107.0809,228.3529,110.9412,756.5882,27.2139,1
127.552,175.875,71.1477,234.2841,16.4698,1
127.4644,296.9711,215.5786,304.5296,8.7427,1
135.5678,236.211,114.3119,608.1743,28.3892,1
122.9882,206.4186,91.7907,590.7907,25.4715,1
136.5526,272.0588,142.4706,465.8235,15.3465,1
115.0051,212.046,95.8046,377.5057,18.7508,1
132.1004,237.7333,110.7333,611.1,26.8476,1
119.543,195.3091,87.3636,519.3455,21.7074,1
129.4875,450.8,423.4,843.8,88.993,1
110.6023,185.1818,80.2727,361.2727,49.7876,1
111.1126,230.8421,101.6316,744.9474,19.2404,1
132.6788,259.127,170.3413,519.9127,23.5505,1
110.5632,235.5,101.3333,774.3333,16.6975,1
119.5924,166,98.6522,218.4783,27.1527,1
129.7637,217.977,129.7931,228.8506,19.944,1
106.4286,242.5714,123.8571,610.8571,28.3081,1
121.925,205.5333,92.2,426.6,24.5514,1
123.2974,189.8,80.5889,397.2111,35.0302,1
156.6458,250,116,717,19.7793,1
127.1295,309.8651,188.5159,315.2143,19.5791,1
127.136,178.9429,75.8,239.7429,22.0609,1
99.1597,241.2222,116.7778,644.2222,34.6282,1
120.9812,216.5,121.6667,656.8667,25.8933,2
132.592,164.6829,68.6829,177.8976,8.1237,1
137.8737,180.8333,75.0625,369.75,21.9533,1
131.1582,171.2411,69.1418,211.5461,7.8028,1
138.9684,259,130.25,476,14.1001,1
108.2271,159.7692,73.5385,201.7692,14.8921,1
118.1242,236.2051,101.9231,654,23.5049,1
134.8221,235.5789,112.7895,553.2105,25.7758,1
115.2842,228.75,104.375,798.75,14.5086,1
141.8716,248.8734,113.557,654.6076,35.1729,1
126.7891,236.5,102.5,672.5,32.3371,1
139.0143,183.2727,78.7727,365.5909,15.5016,1
136.0215,208.4868,93.5263,455.4079,29.2407,1
116.5125,212.8,99.6,413,19.4146,1
106.6,230.1,107,679.1,15.2791,1
99.5679,196.2609,85.087,336.2174,20.0705,1
125.8459,212.1,98.525,661.65,33.6912,1
122.1836,190,81.5,324.5,39.1926,1
126.8443,277.1451,179.2694,453.0674,16.3501,1
147.8895,254.1667,133.5,481,9.5579,1
119.0276,523.7161,305.4452,443.529,15.3041,1
114.6402,242.9811,116.834,710.7094,30.2376,1
142.5339,215.0417,101.0417,591.875,19.7793,1
144.6384,215.5,87.4286,590.9286,23.1168,1
131.5682,173.7565,74.6087,255.4261,13.1658,1
133.6642,213.098,95.0392,600,24.1431,1
127.0126,210.3143,93.0571,532.8286,29.9346,1
125.49,240.3415,128.8293,435.7561,16.6692,1
146.4704,203.3529,94.9412,433.2353,21.1546,1
132.3555,192.5625,97.5,487.5,30.7223,1
146.2237,197.2105,89.6842,229.3158,10.3407,1
110.5192,255.3077,118.6154,764.4615,27.7446,1
134.4935,223.5517,101.5862,529.3103,23.5339,1
0,336,190,579,0,1
108.1345,199.3333,107.0667,253,20.5091,1
114.195,217.76,93.8,604.56,32.5552,1
120.8848,259.3333,138.3333,425.3333,15.2505,1
129.1679,205.4762,92.7381,395.2619,28.842,1
114.4246,249.7407,118.8889,803.3704,44.0466,1
127.3644,247.6667,137.1429,436.7429,14.9668,1
134.3563,218.2714,105.4143,249.2429,15.263,1
134.7401,181.6316,77.4211,406.3684,25.1499,1
111.6258,228.9,113.4,743.9,18.805,1
130.4104,217.8347,97.5702,580.5124,33.7328,1
116.1288,450.6531,437.0612,783.5102,20.5982,1
138.7435,194.8056,84.0417,470.625,27.8895,1
97.9107,211,91,501,17.5778,1
136.1608,243.75,133.2222,255.8333,7.6716,1
116.4324,224.4052,100.2418,710.5033,29.0446,1
132.4508,215.0154,98.0769,579.5692,26.2342,1
100.15,243.8,111,764.8,30.137,1
145.1023,202,92.6364,514.7273,28.3432,1
118.919,200.9103,86.2692,565.3846,17.6758,1
141.4056,213.6324,99.9706,451.2353,22.1766,1
131.7877,237.7037,110.3333,722.1667,23.7973,1
153.4922,208.75,91,501.75,15.7911,1
142.5081,234.6857,123.6857,447.2286,18.2237,1
134.2027,198.7746,88.3099,395.3099,29.1688,1
141.5764,213,90.7778,721.7778,40.4722,1
96.1375,210.8,95,493.2,34.067,1
122.1594,195.15,128.825,323.975,28.9481,2
123.6245,235.5397,109.2857,708.127,22.5946,1
134.7429,222.2727,102.3636,664.4773,43.2639,1
130.0031,216.9506,103.358,414.7037,14.1484,1
127.859,205.2727,93.8182,716.1818,23.7117,1
126.1158,222.6111,108.75,452.0556,19.2361,1
102.455,216.4286,97.4286,445.7143,11.2914,1
115.6625,230.4,100.2,614.2,12.7373,1
126.5893,224.7041,114.4852,415.1183,32.778,1
115.0801,200.9615,87.2308,432.2308,17.5456,1
123.2929,209.9286,94.7321,492.9464,16.6837,1
125.1667,247.5,113.25,797,21.8285,1
134.238,275.5955,183.4831,465.6292,27.282,1
123.5141,229.7241,118.3103,621.7931,18.018,1
140.4318,227.6364,112.2727,593.8182,38.3097,1
118.9279,240.5385,117.5385,510.8462,41.2079,1
132.8348,189.8649,96.4324,367.4595,21.0065,2
142.8446,215.9643,95.0714,499.7143,37.0842,1
145.0842,197.6111,85.1667,351.6111,20.9715,1
117.1604,212.5,96.8429,404.6286,17.2811,1
153.5417,204,87,452,1.6997,1
100.2679,226.7143,95.7143,638,31.4182,1
124.9815,244.1765,117.2059,802.8235,24.2125,1
138.5127,202.0448,118.5373,445.9254,20.0849,2
130.9549,185.1628,81.814,373.7907,19.5364,1
117.44,252.6261,125.7652,645.1304,22.5869,1
174.3264,263.8889,154.8889,316.5556,8.0615,1
134.7873,186,78.2857,373.1429,14.4401,1
134.312,202.4364,91.7636,467.0364,40.6944,1
146.5179,213.8571,92,534.8571,32.4081,1
140.0764,222.3333,86.7778,505.1111,23.8535,1
136.1424,181.4762,74.8095,329.1905,10.372,1
127.4375,488.5,321.5,544.25,32.8024,1
141.3451,180.875,81.5,348.0625,18.2136,1
100.7731,326.5333,250.6,399.2,12.8617,1
142.1435,237.2143,109.7143,502.9286,28.5886,1
134.8302,205.2727,94.0606,563.0909,14.7253,1
115.4884,213.1579,95.6316,563.3684,34.2973,1
91.075,199,93,465,20.4411,1
129.4913,271.4516,198.6613,324.1613,28.9951,1
118.2818,261.2045,144.2273,294.7955,21.6392,1
139.8559,217.8571,90.8571,569.8571,31.9982,1
131.0958,264.9667,127.2,844.9667,19.014,1
133.5143,202.2807,90.4561,467.2281,15.639,1
127.7616,200.6519,87.3852,506.5852,27.7393,1
147.7711,220.1111,123.7222,479.1667,23.337,2
138.2626,203.4054,93.7838,403.6667,21.4428,1
129.9818,235.9038,111.0385,787.1538,20.7885,1
104.3866,222.0667,100.6667,687.5333,19.8819,1
134.5354,193.7248,83.3945,395.1468,25.8275,1
116.6287,232.3333,149.6,530.6333,22.2053,2
137.165,205.7692,91.9615,375.0385,25.8241,1
121.146,191.5638,108.4681,437.3085,19.4505,2
130.392,220.6061,114.7576,610.1212,25.9299,2
121.7813,196.5727,86.1636,363.9636,33.0155,1
107.4314,224.9545,102.3182,695.6818,17.0985,1
117.2521,257,118.4348,929,8.0415,1
122.946,330.8889,215.9167,472.3056,25.8515,1
122.0264,227.0724,106.0669,550.9666,36.8116,1
120.3331,265.0127,154.4304,548.6835,13.5532,1
117.5607,206.5333,91.6,486.6667,22.2297,1
133.2242,197.25,88.8462,374.8173,17.6574,1
123.5964,364.9831,271.9153,429.7458,18.5917,1
124.8571,211.4538,94.4,433.3846,25.8273,1
124.275,264.8,130.8,773.8,11.876,1
133.9022,191.2727,89.4318,149.3182,9.3075,1
120.3628,205.5,119.3953,416.5814,20.6763,2
121.2459,489.4444,483.6944,842.6111,45.3976,1
116.9753,225.7857,103.1429,632,34.6568,1
116.36,218.2632,97.3684,597.6316,28.649,1
117.7257,404.3,282.8,451.75,34.157,1
133.1147,221.358,99.4198,717.0864,18.6048,1
120.5962,242.9069,116.1636,635.7151,28.0877,1
125.0428,214.75,95.3056,444.9028,23.2746,1
113.7933,246.2553,111.8936,676.7872,33.2699,1
117.4018,217.1667,99.1458,538.75,25.1628,1
127.2306,430.2812,293.6458,341.6354,12.0764,1
135.5193,200.4444,90.8056,515.8889,12.6614,1
139.5928,253.1538,122.4231,757.3462,28.3504,1
117.4341,209.9524,91.381,608.881,30.4961,1
103.7895,223,100,596.5,12.4466,1
126.2141,232.2171,107.9505,628.3829,29.2569,1
134.3261,203.5652,88.6087,491.1739,23.4723,1
130.5941,188.8421,99.7368,314,15.054,2
87.9107,233.4286,108.4286,681,11.5104,1
134.7036,308.9048,208,374.8095,11.033,1
118.9048,235.7125,111.5625,626.175,27.4153,1
143.0895,200.95,86.6,445.575,26.6857,1
126.3983,412.7215,196.9304,364.9241,10.9818,1
136.0504,215.5806,95.8387,575.2581,36.9767,1
104.931,239.0909,116.1818,731.6364,17.5608,1
120.3613,238,109.9333,671.6,50.1537,1
127.7783,222.5385,106.3846,648.0769,32.6687,1
116.0437,212.7778,95.75,515.6667,19.1578,1
133.8143,222.7263,104.6421,528.0105,24.5965,1
122.2429,377.6866,270.8063,399.0563,27.1602,1
131.6164,274.8911,157.3762,516.9505,23.1098,1
116.0782,234.027,111.5676,652.2432,21.6638,1
152.8269,219.6154,100.6923,411.0769,12.6463,1
130.0347,245.8333,125.8889,565.8889,14.9004,1
134.417,241.6111,107.5556,704.6111,31.1179,1
145.7862,199.4,88.8,364,12.7059,1
139.2668,210.8387,93.6774,548.5806,33.915,1
109.925,216.4,88.4,506.6,25.7014,1
123.2464,193.6727,83.9939,361.4364,25.5399,1
134.3015,210.6,125.6714,436.1905,21.0341,2
117.991,502,335,560,22.5687,1
130.6966,213.7143,95.5952,437.7143,31.9558,1
134.5375,184.6538,80.4808,337.7308,19.8019,1
121.3319,202.3111,88.9556,468.4,21.8468,1
93.5,253.75,123.375,817.875,16.5303,1
128.8274,457.8738,430.8252,715.9903,35.2278,1
133.3509,184.2364,76.3455,283.2909,19.7519,1
142.7024,221.1818,93,538.3636,11.578,1
132.3698,213.8776,113.5918,585.3878,22.9503,1
138.9967,234.2632,109.9474,710.4737,41.1854,1
132.9739,195.5854,113.6585,392.878,22.4221,2
118.5287,209.0833,93.8542,463.9792,23.8798,1
125.6777,219.7045,95.8864,481.0909,53.1372,1
119.3716,246.0206,120.2371,708.9588,24.5082,1
116.7855,228.9189,106.7297,684.973,26.3648,1
109.5625,236.8,110.3,647.2,16.3061,1
116.0951,185.0536,81.0536,344.625,19.4646,1
129.5624,214.9195,97.8161,516.4713,25.6791,1
134.064,183.4636,95.5909,236.6818,18.0037,2
110.1823,233.375,107.2917,609.9167,45.1677,1
109.8397,216.8889,98.6667,646.8889,27.8573,1
139.173,194.7,80.4,388.9,22.9085,1
113.9077,288.0476,180.5238,409.6667,29.9253,1
127.3032,252.3974,118.1523,653.6755,18.2522,1
130.9762,238.0164,143.1803,247.7049,15.6626,1
120.8025,235.8667,119.8667,269.4,16.7151,1
131.0801,188.5636,87.1091,238.0727,13.3077,1
122.1509,307.7222,200,360,36.2281,1
107.0042,212.2667,96,683.3333,17.1845,1
