@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute Class {1,2}

@data
133.8167,182,77.5042,306.1429,15.793,1
133.4034,183.3871,94.9247,292.6022,18.9325,2
112.2857,209.4667,85.7333,481.8,32.9967,1
141.2662,244.5185,134.1111,681.7037,28.3529,1
117.7163,208.0455,88.3636,415.2727,22.4991,1
127.6601,197.6393,108.2951,411.1148,21.2384,2
132.2667,194.7667,84.5,318.2,19.1003,1
125.6202,299.0339,185.1017,304.0508,45.2826,1
132.8674,201.5,84.8519,565.8333,23.2671,1
133.0697,203.1132,91.6226,432.1887,25.7113,1
93.2031,364,235,490,101.5662,1
143.6779,202.3846,87.3846,435.5385,16.5304,1
118.4818,233.66,110.2733,610.08,33.6407,1
118.6697,234.75,109.6071,658.8929,15.7587,1
112.5355,208.4783,86.8261,470.2609,18.0367,1
123.842,223.9655,105.7931,523.3793,13.1802,1
136.7742,190.617,81.3759,329.4255,21.6946,1
114.7695,202.0625,88.6875,492.75,18.6856,1
146.7653,243.6842,147.9474,252.4737,12.8015,1
117.1241,253.537,116.8519,715.037,19.0862,1
132.6905,214.8372,95.3721,638.4651,19.8897,1
107.4791,239.5,104.5833,761.8333,14.8884,1
111.6875,392.5385,208.2308,377.0769,54.7701,1
118.7943,202.2169,90.7831,442.6988,31.4309,1
121.1429,192.8824,81.7353,363.5588,19.1113,1
137.1146,187.75,74.9167,493.0833,15.9574,1
116.4616,278.72,141.8667,718.2667,24.1532,1
137.6172,218.3125,100.3125,604.6875,33.5177,1
112.1696,230.7143,105.8571,650.5714,40.6935,1
115.6522,233.537,110.0741,733.2407,23.1371,1
107.5769,213.3077,90.7692,514.1538,45.3482,1
116.7587,214.2269,95.6218,549.0084,34.4735,1
115.7159,297.2727,184.2727,581,32.5439,1
142.3758,223.8947,112.7105,474.6053,23.8208,1
133.2066,189.7882,81.2118,261.1294,15.8291,1
130.348,245.15,121.15,634.575,29.3509,1
131.3646,178.8101,73.8902,229.0059,14.6043,1
117.2549,208,93.9655,496.4138,26.9463,1
133.8229,225.0909,98.1818,643.3636,25.2423,1
109.3693,215.4,95.96,637.28,33.6187,1
100.2188,218.5,95.5,597.5,28.7789,1
143.3688,221.5,95.8,608.9,29.314,1
139.5365,212.25,92.8333,392,29.3096,1
122.593,201.9221,89.1429,392.3377,24.1632,1
149.0551,273.125,138.25,619.3125,20.0262,1
122.0091,233.7655,106.6345,662.2621,41.0416,1
143.6887,205.95,91.5,542.85,11.3027,1
119.3592,195.65,84.925,292.925,17.2224,1
132.5158,204.5952,91.8095,431.8254,20.4949,1
115.9719,227.5306,101.5102,674.5102,24.5773,1
115.0063,259,109,797.8,22.0542,1
134.3098,198.7805,91.6585,352.0244,20.9435,1
126.7556,201.6471,92.5882,494.4706,23.8374,1
183.2812,344,223,457,2,1
131.5344,200.5,92.65,407.95,26.7516,1
117.559,210.8788,95.1667,607.5152,22.2315,1
143.0777,424.9231,330.9231,460.7692,34.4148,1
117.099,202.4615,91.3077,541.4615,36.9017,1
138.5486,218.3333,107.2222,506.8889,42.8097,1
129.7415,209.8209,118.1493,467.1045,18.9167,2
127.8013,194.4747,85.0095,199.5886,19.1959,1
118.7702,206.7097,87.3226,504.2258,41.5434,1
115.7618,228.6357,107.5786,623.7929,37.0072,1
140.1532,203.8214,94,414.1786,13.2705,1
144.2292,246.6667,116.6667,823.6667,33.0051,1
132.1025,329.36,239.64,437.6,21.2226,1
139.5997,223.8974,101.9103,435.9103,27.302,1
122.9911,250.4817,134.0681,468.4136,35.31,1
129.1521,190.0149,82.6269,450.0597,22.4621,1
119.2768,222.8571,100,637,32.5595,1
109.0399,248.5278,125.8611,582.5833,24.2407,1
103.4767,221.0909,96.4545,545.2727,15.517,1
120.0962,214.8039,100.2157,582.549,53.544,1
117.9685,215.8056,98.7361,679.5972,23.2726,1
134.9866,232.5357,118.6786,397.9643,24.5358,1
155.525,220.4,102.8,734.2,18.2866,1
120.0991,211.9655,91.8276,557.9655,21.4782,1
134.3049,181.6522,78.7391,408.2174,12.0647,1
136.1612,210.5263,93.2632,531.2105,18.2146,1
122.5181,226.4599,109.6203,599.0211,26.0634,1
140.1829,344.2593,257.1481,681.7037,42.336,1
147.6772,228.7,105.8,605.3,17.5228,1
140.2958,184.037,75.9259,291.963,9.0527,1
116.222,226,105.2568,763.7973,19.8386,1
138.1463,193.8182,87.3333,305.3636,19.4783,1
115.2062,192.4,78.3,451.1,21.6723,1
143.5625,258.1818,119.6364,897.7273,11.6001,1
108.861,233.7857,107.9286,806.4286,19.1442,1
132.0632,188.6667,97.2,262.8,12.131,2
121.1405,211.1324,93.0147,535.8676,18.0152,1
134.3635,193.8295,81.8372,371.3256,20.9629,1
132.742,193.6102,81.7966,297.2034,23.54,1
129.6322,232.1667,123.5333,434.6,34.5707,1
128.2244,248.0769,114.4308,854.5846,25.8951,1
109.4375,202.0909,83.5455,415.2727,29.7605,1
131.1648,228.9091,103.6364,546,26.2071,1
129.4013,244.9123,116.1579,761.8772,34.9493,1
114.8492,240.24,115.68,888.12,20.5844,1
134.8348,279.4286,118.9286,912.7143,18.9769,1
132.7371,298.875,191.65,756.225,32.785,1
131.8706,220.25,97.0278,456.3333,34.2957,1
117.8177,235.359,111.2821,873.2564,21.8631,1
127.1672,270.5357,171.7321,300.0179,11.4158,1
119.5256,211.8889,92.2222,537.5185,31.8049,1
131.2481,209.72,143.64,410.16,15.3123,2
144.0314,196.5,88.55,455.8,16.8846,1
128.4845,258.3333,120.5556,867.5926,29.7961,1
138.0033,204.5789,89.2632,541.3158,25.4833,1
122.3333,215.8667,103.2,559.4667,23.9412,1
122.2042,219.0404,97.697,583.3838,25.6608,1
121.0933,209.7065,94.0217,418.6739,18.9726,1
115.7765,189.75,85.875,250.5,7.2065,1
117.2032,236.5556,139.5897,384.7436,10.0775,1
108.5734,219,98.7826,596.2609,16.1379,1
140.392,204,96,583,21.8594,1
121.6404,204.0833,93.1667,415.6667,24.5254,1
121.1535,237.886,112.6404,783.7719,23.4066,1
136.6341,213.575,93.425,475.525,34.0079,1
120.3219,217.1333,98.2667,665.96,24.3614,1
133.2335,181.3636,75.8182,390.75,12.3468,1
123.2284,470.7424,447.9167,749.6212,31.1193,1
152.7778,191.8333,98.5833,165.5833,4.3993,1
112.0481,252.4615,144.3846,375.6923,24.6091,1
112.0119,257.6604,120.8302,871.3774,28.0392,1
127.187,233.5333,102,737.6,17.9827,1
126.5003,208.1606,92.5413,371.5826,31.4299,1
99.5625,249.8,113.5,765.8,21.7488,1
135.1914,228.125,104.625,542,25.3296,1
108.463,219.9412,98.5882,745.8235,31.7685,1
114.8045,233.5128,116.6923,462.2308,30.5196,1
118.1465,176.3714,79.9286,219.2571,14.6532,1
123.919,195.01,84.09,365.3,25.9194,1
120.2952,190.0952,82.0476,325.4286,13.222,1
104.375,236.9231,123.0769,603.4615,18.0879,1
130.7209,211.7778,115.5556,499.5926,28.3771,2
130.1407,206.6283,100.1728,174.8639,23.0596,1
135.3473,193.0476,91.3333,459,17.7432,1
138.893,195.6408,84.9223,420.3495,21.6013,1
126.0391,232.5,105,715.5,35.8118,1
132.2441,211.5,107.75,444.25,29.9121,1
124.7499,277.5133,157.3067,550.9733,36.4233,1
134.455,192.1538,83.2308,435.0256,19.7999,1
112.893,192.6296,85.037,433.1852,30.1567,1
122.5722,228.6364,100.1515,609.4545,16.4297,1
117.7969,211.25,98.625,501.875,30.4382,1
138.2031,241.5,109,557.75,42.2907,1
119.2142,293.131,203.381,368.619,34.4444,1
120.9621,225.7931,99.9828,731.0517,23.0995,1
137.283,239,117,709.1,37.1576,1
154.725,250.4,112.9,689.5,20.5124,1
132.1167,450.6,306.8,374,82.2188,1
141.1953,229,109.5,708.5,15.5242,1
125.3937,427.1875,409.5,704.9062,55.929,1
132.5828,178.6066,75.4262,262.3443,16.2068,1
138.7377,308.9259,156.2593,383.4074,14.4308,1
118.3625,198.9211,85,391.886,28.2034,1
116.2427,206.1282,93.3077,450.6282,17.3318,1
128.6824,222.3929,131.0714,448.0714,24.3614,2
130.1507,245.0576,112.4676,825.0935,34.0452,1
117.4279,191.1852,86.5556,429.7037,24.7656,1
142.7083,235.4815,106.2593,702.5556,28.7157,1
152.6528,231.2222,111,778.8889,22.1983,1
144.2102,254.6364,126.0909,622.6364,23.7525,1
134.8295,258.7273,133.5909,602.2273,14.7973,1
135.4614,248.6471,134.3824,454.1471,44.9575,1
109.3958,233.8333,113.5,654.8333,18.5779,1
119.4053,236.3421,105.7368,663.8289,28.2188,1
127.2665,245.4286,114.746,786.9365,19.6868,1
110.6811,209.6875,89.5625,541.8125,32.5689,1
129.776,224.75,101.1667,462,36.3131,1
110.7474,225.1667,104.8333,658.5,25.477,1
119.3037,200.4828,107.5172,405.2069,38.7919,1
109.5,227.0952,99.619,704.381,28.2415,1
122.401,195.5,88.0833,223.4167,18.9962,1
139.3999,187.1275,78.5839,332.3691,22.8368,1
124.8538,217.125,116.125,137,16.1782,1
120.6394,206.1538,93.2308,510,18.9712,1
133.2307,235.7582,118.4945,445.6813,22.4545,1
113.6667,207.5556,88.1667,479.2778,43.4385,1
156.0833,228,103,725,24.8289,1
130.6562,262,118,793,32.499,1
119.8686,382.4545,239,511.9091,38.1643,1
111.625,186.5,75,281.75,19.9802,1
133.2052,247.3153,117.4775,851.4054,20.0057,1
133.5391,252.8191,135.9095,205.0879,25.2848,1
125.8909,200.0345,89.931,508.8103,24.6601,1
131.1543,186.0303,76.803,323.5152,18.7627,1
118.8333,242.9048,111.5238,594.9524,26.8103,1
110.6836,246.7308,128.3077,500.9615,19.877,1
126.8366,206.9737,94.6579,560.7632,38.6655,1
135.7887,216.5202,99.3384,561.0152,31.9507,1
141.5137,193,81,300,10.6285,1
131.276,192.75,98.4167,431.8333,20.1391,2
109.7786,199.3333,86.4444,506.4444,9.6699,1
127.9324,249.3373,152.5723,385.2229,32.6284,1
132.5372,242.1778,121.7704,533.5037,26.4375,1
127.8426,210.2558,86.9767,473.5349,41.4737,1
101.275,273,124,924.2,22.6751,1
120.2035,235.84,107.64,823.12,33.7872,1
144.1239,227.5,101,633.2143,26.9115,1
130.8409,237.7961,111.8431,608.7098,37.5601,1
114.5026,260.6759,154.7685,440.4259,8.6745,1
114.3926,240.8205,119.3846,688.6667,11.3136,1
125.6677,236.6,133.325,372.55,20.1474,1
135.1406,360.5,207.3333,292.3333,38.2676,1
115.064,214.7843,98.9216,662.2353,33.2339,1
124.7519,229.6471,109.2353,806.1765,6.4946,1
127.2232,219.4286,100.5714,588.8571,17.2745,1
125.3852,216.3885,98.0828,647.9363,31.906,1
142.707,235.5,125.35,259.9,12.229,1
112.856,197.2083,87.2917,367.7083,27.8819,1
141.5314,232.8125,113.5,684.0625,26.9112,1
116.9836,224.5,102.1905,663.2381,20.1601,1
123.418,200.6575,90.1096,321.4384,22.244,1
131.3505,373.1964,242.8929,482.625,27.3696,1
142.3199,322.2353,221,354.7647,37.5194,1
132.2701,226.0909,100.8182,677.1818,31.2084,1
125.7881,194.125,89.4464,380.9821,16.9584,1
127.8052,235.1639,107.6885,729.2951,34.2626,1
111.9811,202.1765,92.1471,680.1176,10.8105,1
122.226,225.9615,107.0577,476.9808,49.9959,1
121.2552,258.5,121.75,839.75,31.3673,1
152.5362,243.675,109.125,686.375,19.737,1
117.8882,177.1579,74.9474,340.3684,35.7076,1
120.8015,216.4,98.36,613.92,31.7566,1
137.5168,224.9437,105.8028,562,31.0931,1
148.6076,293.4444,204.1111,347.5,44.7862,1
130.3057,248.8605,123.9186,589.7907,24.475,1
126.3518,248.2619,119.9524,602.2619,22.9587,1
134.2246,205.0476,95.1905,554.5714,30.7932,1
134.4944,203.8235,92.0294,564.6176,19.2283,1
131.3866,185.4667,85.4667,419.6667,13.34,1
129.4587,215.8085,97.4681,589.8298,24.5896,1
140.2558,181.8947,75.3158,410.2105,16.0795,1
147.6012,232.8182,117.5455,467,29.0588,1
148.6408,233.2222,106.1111,733.7778,22.7107,1
131.6287,244.1053,140.0526,592.2632,25.1194,1
109.9496,216.3548,99.0968,614.0323,23.6116,1
124.8609,252.4167,124.25,595.1667,26.5612,1
131.128,236,108,740.5,27.6936,1
130.4335,249.2383,114.6173,726.6787,9.2808,1
130.1073,209.1176,113.8627,530.549,20.0155,2
134.3337,238.636,109.6207,783.8467,24.5985,1
113.7387,260.3333,149.6667,354.3333,18.2787,1
119.1555,257.4419,118.9884,914.4419,29.9032,1
130.0105,184.8704,103.1667,319.7778,21.7323,2
135.5104,199.6667,81,409.3333,14.0858,1
124.9552,226.6957,100.5652,686.4348,27.8711,1
105.9821,215.7143,105.5714,775,18.501,1
127.4292,241.6667,135.2667,559.2667,25.4034,1
126.6406,221.75,101.25,591.0833,12.2667,1
138.3977,210.9091,114.3636,637.5455,24.6843,2
112.6387,243.1705,113.2159,586.4659,28.2535,1
127.538,271.8947,146.3684,538.7895,15.1096,1
130.753,177.5088,77.0526,393.6842,17.9826,1
132.0958,281.9143,180.2571,421.6286,13.5733,1
133.0341,205.7273,94.8182,575.2727,26.1578,1
110.0859,217,100,470,14.5752,1
119.6354,208.3333,91.3333,480.3333,15.7877,1
137.2064,204.122,103.9512,513.9512,23.7238,2
122.6385,209.7849,91.9462,576.5161,26.8313,1
130.4537,188.1739,87.7681,253.9855,21.4957,1
130.4561,214.7353,95.9559,494.7941,33.3389,1
132.0447,167.3966,67.2414,213.3448,8.854,1
106.9038,354.9231,295.3846,586.1538,77.8534,1
131.9886,217.7273,98.4091,536.9545,32.75,1
126.9868,216.3272,100.6654,585.6029,34.3236,1
119.018,188.3333,82.4762,354.6667,21.7178,1
143.4973,211.6087,95.7391,612.3478,29.5301,1
134.4332,185.5169,81.5843,306.7528,16.8743,1
115.8884,208.2439,92.7317,531.439,35.4675,1
121.1043,229.1379,109.8793,727.5862,32.0382,1
122.9851,565.381,604.7302,908.6667,27.6445,1
106.3594,198.8333,89.1667,609.3333,16.685,1
119.3934,196.6182,87.2909,458.6545,28.6945,1
143.176,208.625,92.5,609,29.5696,1
102.3833,230.6,107.1333,490.9333,24.1619,1
112.7735,519.9342,384.7105,491.2895,28.1456,1
111.447,225.3636,103.9091,579.8788,25.22,1
137.7834,228.5,106.913,514.8043,31.8021,1
137.6982,237.4419,126.1163,441.6279,16.1339,1
128.3779,353.0462,268.3538,664.8154,26.8171,1
89.0875,230,99.8,739.2,10.245,1
116.9465,199.8537,85.2439,422.5854,38.5532,1
133.1825,204.6,96.84,481.28,40.2736,1
125.837,293.0577,188.0577,473.6731,21.4143,1
137.165,250.84,121.16,790.52,21.8546,1
139.234,211,99.7778,588.6667,18.6673,1
134.8688,220.7287,103.4651,617.4031,24.5757,1
145.6546,221.8947,96.8421,536.3158,29.6173,1
134.1604,494.0824,346.0599,384.8876,48.085,1
134.1198,217.4197,98.6022,546.4161,30.872,1
149.0417,275.6667,142.3333,672,46.7098,1
113.9437,193.3448,86.4828,596.3103,17.2795,1
132.8676,217.6792,99.3396,439.3019,24.2836,1
104.2417,222.1579,103.6842,511.8947,17.7583,1
109.286,235.4286,102.75,719.1071,20.2977,1
116.4904,229.9167,153.2778,525.8611,27.4639,2
129.3403,183.6667,72.3333,356.6667,29.2081,1
97.8194,244.1111,118.3333,882.3333,14.3096,1
136.0765,296.7826,188.7826,438.6957,11.8821,1
140.5219,218.0125,100.175,564.575,30.8432,1
119.9625,239.9516,113.3226,739.9677,30.174,1
125.0417,292.3103,187.3448,429.7414,9.5776,1
126.9561,240.2621,113.4951,644.3204,21.3562,1
128.3636,222.973,120.3649,365.973,47.2014,1
126.8205,203.2449,107.102,435.4082,19.4601,2
136.4814,189.7881,79.298,368.8278,18.6271,1
134.625,216.9286,98.7143,714.7143,12.6136,1
123.5543,202.8261,106.3913,364.5652,17.3141,1
140.5243,224.8333,97.6667,624.1111,28.3779,1
121.0288,245.7406,130.9361,551.9962,38.3183,1
118.2401,215.2414,95.6897,646.8621,16.1168,1
138.1827,243.1282,111.6667,790.7692,26.4096,1
132.336,205.5938,91.4062,625.4375,25.788,1
126.5933,204.6034,91.4138,401.2931,24.3871,1
117.7827,233.4217,113.6506,522.4458,21.3795,1
135.0381,238.2636,141.0545,412.1182,15.1038,1
115.6723,182,77.1333,309.6,23.0387,1
114.8968,202.625,97.75,505.125,20.7993,2
136.9643,215,100.2857,676.4286,24.6742,1
105.1,206.8,97,564.2,21.3035,1
122.5669,206.3721,89.8605,494.9767,26.2386,1
118.9375,211.4,96,515.6,23.342,1
117.7169,226.6154,108.8077,650.1538,35.2967,1
133.1875,225.0714,103.2857,594.7143,27.5412,1
183.2812,328,223,384,7,1
97.9911,221.5714,106.8571,589.4286,34.5614,1
129.102,228.8304,105.9762,672.5387,30.6618,1
143.227,254.6452,150.1935,437.2581,17.0187,1
137.4926,231.5294,106.9412,676.6471,36.432,1
130.4925,187.5882,77.2941,455.5294,24.7507,1
109.7251,209.8462,95.4359,395.8462,24.7757,1
121.4271,219.1667,93.375,583.2917,20.1573,1
113.2031,251.4062,114.2188,677.5,31.6662,1
141.7842,204.0857,88.8286,606.4,31.1315,1
116.8296,204.766,89.5319,469.9149,40.2787,1
134.5771,229.7397,115.0959,508.4658,28.9813,1
51,346,217,376,0,1
139.627,191.5571,82.3286,329.3571,17.253,1
132.9176,187.5437,80.8641,231.2524,17.218,1
126.1279,203.7778,89.5185,567.7407,20.9037,1
140.2172,199.3421,98.7632,408.9737,22.0379,1
121.1696,197.7857,91.6071,525.75,22.5009,1
138.0864,211.4286,103.9524,450.8095,30.467,1
134.3013,250,134.1,284.2,19.5128,1
132.3194,226.7222,101.5556,564.8333,27.8138,1
133.8744,244.963,139.4815,226.2963,19.0922,1
119.9308,218.8929,96.3571,756.7857,34.1109,1
137.5034,201.8261,88.7391,481.3913,17.1571,1
106.3558,218.6296,99.4815,719.5926,19.9242,1
138.4565,218.4783,97.1739,666.2609,27.8737,1
125.4783,217.9091,98.7818,586.8,41.5395,1
109.2262,321.4375,232.9062,449.8125,10.5741,1
130.5118,205,86,641,10.688,1
146.392,232.5455,99.2727,639.6364,21.9601,1
117.2544,204,95.5,356,15.7229,1
136.8984,188.5,84,429.75,39.9045,1
117.4647,199.3913,82.5652,344.8696,18.507,1
126.4686,205.9231,90,358.6154,26.8476,1
136.5199,216.6316,101.4211,474.8947,24.0446,1
153.8125,239.25,116.25,538.5,12.6565,1
123.0687,252.2,136,141.6,4.6828,1
0,450,279,592,0,1
123.4018,233.4286,114.8571,527.6071,21.0126,1
124.1024,208.8125,92.0625,587.1875,17.432,1
140.8388,282.9259,169.3704,329.7407,25.5332,1
128.9731,202.625,118.7593,427.4954,21.3035,2
122.1213,241.5283,110.0943,735.0472,27.7982,1
130.8951,238.8056,118.1389,527.5556,26.4744,1
130.2609,239.5652,116.9565,531.6957,19.7472,1
130.9252,224.5741,126.4074,567.9259,14.9339,2
122.4933,207.8947,93.8421,554,10.985,1
145.3235,228.6667,101.7333,645.0667,15.5601,1
122.8229,237.8571,111.8929,615.7143,17.3399,1
95.3678,251.7273,123.6364,621.8182,15.4299,1
114.9781,241.975,110.125,733.45,24.3338,1
123.4833,245.3667,144.9667,433.6333,16.8353,1
134.6625,206.8,91.6,373.6,17.8743,1
119.2519,278.1385,170.0615,405.8769,19.0656,1
118.9468,210.6667,89.8462,529.1538,36.2401,1
132.6563,204.9778,90.4963,521.2667,34.916,1
117.0074,210.9706,90.0294,538.5,31.7708,1
117.44,194.537,87.1667,448.963,9.4845,1
165.6875,237,115,674,11.6485,1
133.1965,219.0426,103.4468,461.1277,12.8703,1
128.2199,202.619,87.7143,424.6667,16.9883,1
115.4605,220.8421,93,632.3158,35.2737,1
133.1769,198.6914,92.037,244.6173,20.4999,1
116.0102,254.5366,122.9431,657.7073,25.3991,1
115.401,205.8846,89.5769,397.5,22.9383,1
127.5312,200.25,82.75,374.5,20.1975,1
166.3125,306.6667,194.6667,441,11.5566,1
131.6028,203.3214,95.4643,435.6905,24.3296,1
135.2187,194.8953,84.3721,393.593,22.9193,1
143.4301,222.1176,95.1765,498.7647,14.971,1
154.8359,241.375,115.75,598.25,33.5221,1
133.2729,203.6538,88.9231,515.2308,27.7645,1
122.7937,263.25,125,862.25,25.0005,1
136.004,209.25,89.5,308,14.1106,1
130.5762,196.4565,82.6196,318.3152,21.4115,1
123.175,225,99,733.6,22.987,1
142.1925,227.0238,102.2857,661.4048,24.1242,1
129.4938,204.9477,92.366,382.6405,25.4758,1
127.5331,203.4762,86.9524,470.619,23.6267,1
131.4197,182.036,76.6847,276.9369,18.7103,1
133.7398,207.6129,127,495.9355,13.0021,2
137.8042,187.9543,81.1689,301.2511,20.9587,1
131.0137,197.375,85.25,383.375,35.5189,1
118.0396,226.6481,102.8704,538.1667,31.14,1
128.4771,322.9204,241.2655,594.6549,26.733,1
132.5204,216.4706,100.9412,481.7059,30.784,1
124.7972,232.3333,122.6667,268.6667,14.0273,1
127.3308,206.3276,91.431,496.0172,26.8334,1
112.5974,206.5833,92.0833,526.8333,25.9052,1
125.6755,216.383,99.1702,644.0851,24.3132,1
134.8261,203.5419,94.4903,484.2581,34.1264,1
132.8511,208.5116,99.3023,497.4884,37.1473,1
113.1328,232.0833,106.1667,782.9583,30.4672,1
140.4091,225.6667,109.1111,690.1111,29.5144,1
141.3542,230.6667,111.6667,852.3333,18.1146,1
97.8205,222.2,97.4,668.8,19.4669,1
128.3688,211.3545,140.6508,411.3016,24.8421,2
128.3836,243.1833,112.7833,859.3833,15.0685,1
115.9531,374,264,492,49.5852,1
128.2423,278.2093,160.1628,468.2558,17.0537,1
108.7135,223.8333,104,760.0833,33.4971,1
117.1146,235.5,109,663.75,19.0356,1
137.9896,208,96,562.6667,34.3838,1
133.2855,278.3333,127,790.3333,16.4454,1
111.5688,203.5882,93.2647,403.7353,26.5128,1
119.5681,240.3914,114.1037,689.8239,28.4786,1
110.9313,219.8333,98.9286,694.5,18.8093,1
126.3322,202.3973,119.7123,370.9589,23.434,2
116.9653,187.8333,76.9444,362.9444,22.9562,1
133.7955,203.8182,95.4545,385.9091,17.6906,1
97.6429,193.1429,82.4286,373.7143,19.9202,1
125.8281,228.25,102,388.5,28.7967,1
125.5884,211.2308,100.6154,471.5385,27.395,1
109.1761,248.1818,125.5455,708.5455,16.7899,1
113.8517,216.0217,93.2609,554.8261,33.9033,1
113.9808,188.7222,82.0833,456,16.6258,1
124.7396,202.8,115.3333,354.3333,16.7072,2
134.6673,225.4706,100.2941,654.4706,29.7722,1
128.2792,236.8,113.28,712.04,25.7045,1
129.9531,192.8974,82.0128,313.5897,17.5056,1
118.4542,189.2571,80.4571,289.0571,51.7297,1
137.3803,193.7,84.8333,300.8333,12.871,1
117.9481,209.8,88.0286,391.5143,15.9894,1
122.8307,222.125,100,627.75,30.0871,1
117.9454,226.9565,106.1304,611.9565,11.3319,1
109.6439,230.9615,112.8077,635.1154,15.4769,1
121.0884,215.541,98.541,468.623,13.6977,1
128.9848,491.5152,498.3636,768.7273,28.1684,1
132.0176,214.96,94.6,573.6,23.5927,1
130.8102,255.3393,143.5893,482.9107,20.7214,1
126.0089,203,84,480,60.0778,1
132.0311,180.0222,74.3556,274.1556,14.9503,1
123.858,314.0909,211.0909,403.8182,30.4028,1
125.2011,176.0857,66.0571,224.9429,17.6327,1
119.8813,238.0385,109.8846,596.8141,20.0148,1
123.2785,218.26,129.68,600.22,29.8949,2
135.225,217,94.75,636,22.555,1
136.3884,187,83.5217,372.0435,13.3359,1
132.1189,201.875,90.825,385.175,23.0716,1
135.9161,251.7895,143.5789,515.1579,13.4657,1
102.9766,195.5,91,442,26.2952,1
127.6393,195.4,85.2737,501.8737,29.9979,1
118.2353,219.4118,104.0588,574.2941,12.9706,1
124.3761,196.7363,85.3297,531.6593,21.9921,1
128.7745,180.7273,77.3258,311.7348,26.1829,1
135.706,229.1111,104.4815,570.6667,32.7734,1
132.2929,228.1333,109.5333,693.7333,32.8245,1
125.1524,210.7876,94.6903,390.9292,30.8118,1
124.8958,363,266,402,12.7366,1
143.2814,178.88,78.8,361.7,13.435,1
117.525,233.9167,112.9444,707.9861,21.195,1
133.8468,178.127,71.2857,263.1111,11.3944,1
120.8661,220.3043,97.5385,564.6355,38.7829,1
125.0683,229.4181,105.7232,698.7853,36.4327,1
116.0111,234.7059,106.3529,788.1176,20.0131,1
117.0018,252.9429,147.7143,421.0857,12.6873,1
160.2344,223.375,100.25,674,20.9072,1
130.5422,211.7097,113.7581,260.7903,29.2376,1
120.2294,239.2558,111.3721,625.4884,30.1308,1
98.7364,243,129,577,18.5428,1
104.7126,224.4545,112.6364,495.4545,16.6594,1
135.6276,243,117.9767,642.0465,54.4458,1
87.3125,219.75,106.5,571.25,21.2294,1
123.417,207.9333,90.9778,484.5778,36.5299,1
120.8606,334.6154,222.2308,357.0769,26.3603,1
135.6307,201.0909,79.5455,464.8182,28.8673,1
136.1349,219.0263,105.9737,568.5263,46.7522,1
140.5546,247.7826,129.8696,503.2609,25.5299,1
106.0625,449,418.7692,741.6154,45.8016,1
121.9293,208.7391,93.2609,706.3478,18.7193,1
139.7541,236.1429,103.5714,715.7619,29.9254,1
138.3597,190.4375,101.3125,426.125,20.4877,1
120.3118,190.4375,83.0625,431.9792,17.1146,1
126.7616,215.5385,99.7094,469.3675,21.6335,1
